Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Mặt tiền,Đường vào,Số tầng,Nội thất,Hướng nhà,Hướng ban công
30 m²,"4,85 tỷ",3 phòng,4 phòng,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Hoàng Mai,"Đường Hoàng Mai, Phường Tương Mai, Hoàng Mai, Hà Nội",07/05/2024,,,5 tầng,Chủ để lại toàn bộ nội thất.,,
45 m²,"6,45 tỷ",6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoàng Mai,Nhà riêng tại đường Thịnh Liệt,"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",07/05/2024,,,6 tầng,Đầy đủ.,,
32 m²,"4,65 tỷ",3 phòng,4 phòng,Sổ đỏ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nguyễn Chính,"Đường Nguyễn Chính, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",07/05/2024,,,5 tầng,,,
68 m²,"9,4 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại phố Doãn Kế Thiện,"Phố Doãn Kế Thiện, Phường Mai Dịch, Cầu Giấy, Hà Nội",07/05/2024,"4,5 m",4 m,4 tầng,Đầy đủ,Bắc,Bắc
"141,2 m²",92 triệu/m²,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Chung cư Han Jardin,"Dự án Chung cư Han Jardin, Đường Nguyễn Văn Huyên, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",02/05/2024,,,,Cơ bản,Bắc,Đông
126 m²,"80,5 triệu/m²",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Chung cư Han Jardin,"Dự án Chung cư Han Jardin, Đường Nguyễn Văn Huyên, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",02/05/2024,,,,Cơ bản,Bắc,Đông
142 m²,86 triệu/m²,4 phòng,,Hợp đồng mua bán,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại N01-T7 Ngoại Giao Đoàn,"Dự án N01-T7 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",26/04/2024,,,,Cơ bản hoàn thiện nội thất sáng tạo theo ý muốn.,Nam,
129 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Căn hộ chung cư tại KĐT Tây Hồ Tây - Starlake Hà Nội,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",26/04/2024,,,,Cơ bản,Nam,Nam
46 m²,"6,7 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoàng Mai,Nhà riêng tại đường Hoàng Mai,"Ngõ 190, Đường Hoàng Mai, Phường Tương Mai, Hoàng Mai, Hà Nội",02/05/2024,"3,5 m",4 m,4 tầng,Đầy đủ.,,
48 m²,"12,3 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại đường Dương Quảng Hàm,"Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội",07/05/2024,"5,4 m",,5 tầng,Đồ nhập khẩu Châu Âu.,,
105 m²,4 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Khu đô thị Mỹ Đình I,"Dự án Mỹ Đình I, Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",07/05/2024,,,,Đầy đủ,Đông - Nam,Đông - Nam
"61,5 m²","3,75 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Iris Garden,"Dự án Iris Garden, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",07/05/2024,,,,"Đầy đủ - Để lại nội thất đẹp, mới hoàn toàn, khách mua chỉ cần mang đồ rời về ởi.",Đông - Bắc,Nam
"54,3 m²",4 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",03/05/2024,,,,Đầy đủ,Tây - Bắc,Đông - Nam
40 m²,"6,5 tỷ",4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Nhà riêng tại đường Khương Đình,"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",07/05/2024,4 m,,5 tầng,Cơ bản,,
40 m²,23 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Lê Đại Hành,"Đường Lê Đại Hành, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",04/05/2024,"3,7 m",,3 tầng,Đầy đủ,,
39 m²,8 tỷ,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phố Pháo Đài Láng,"Phố Pháo Đài Láng, Phường Láng Thượng, Đống Đa, Hà Nội",07/05/2024,"3,6 m",4 m,6 tầng,Cơ bản,,
70 m²,"5,88 tỷ",,,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Nhà mặt phố tại đường Liên Mạc,"Đường Liên Mạc, Phường Liên Mạc, Bắc Từ Liêm, Hà Nội",07/05/2024,"5,6 m",5 m,,,,
66 m²,Thỏa thuận,2 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Căn hộ chung cư tại A10-A14 Nam Trung Yên,"Dự án A10-A14 Nam Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",07/05/2024,,,,Cơ bản,Tây - Nam,Đông - Bắc
93 m²,6 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Mandarin Garden 2,"Dự án Mandarin Garden 2, Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội",07/05/2024,,,,Đầy đủ.,Nam,
"85,62 m²","55,5 triệu/m²",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Golden Palace,"Dự án Golden Palace, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",07/05/2024,,,,"Đầy đủ - Nhà full đồ như hình, tiện ích khu vực đầy đủ, giao thông thuận lợi.",Bắc,Nam
54 m²,"16,8 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà mặt phố tại phố Khương Thượng,"Phố Khương Thượng, Phường Khương Thượng, Đống Đa, Hà Nội",07/05/2024,4 m,12 m,3 tầng,Cơ bản,,
54 m²,"16,8 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà mặt phố tại phố Khương Thượng,"Phố Khương Thượng, Phường Khương Thượng, Đống Đa, Hà Nội",07/05/2024,4 m,12 m,3 tầng,Đầy đủ,,
31 m²,"7,5 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Minh Khai,"Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",02/05/2024,"4,2 m",,6 tầng,Cao cấp,,
65 m²,Thỏa thuận,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Hồ Tùng Mậu,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",07/05/2024,5 m,40 m,7 tầng,Cơ bản,Nam,Nam
55 m²,"13,7 tỷ",,,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà mặt phố tại đường Trần Đăng Ninh,"Đường Trần Đăng Ninh, Phường Phú La, Hà Đông, Hà Nội",07/05/2024,,,,,,
50 m²,Thỏa thuận,3 phòng,5 phòng,,Hà Nội,Hà Đông,Nhà riêng tại phường Vạn Phúc,"Phường Vạn Phúc, Hà Đông, Hà Nội",07/05/2024,5 m,14 m,6 tầng,,Đông - Nam,Đông - Nam
450 m²,Thỏa thuận,5 phòng,4 phòng,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Sun Square,"Dự án Sun Square, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội.",30/04/2024,,,,Đầy đủ,Bắc,Nam
108 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Zei Mỹ Đình,"Dự án The Zei Mỹ Đình, 8 Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",05/05/2024,,,,Nội thất đầy đủ,,Đông - Nam
185 m²,Thỏa thuận,4 phòng,4 phòng,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Zei Mỹ Đình,"The Zei Mỹ Đình, số 8, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",01/05/2024,,,,Không nội thất,,
330 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Zei Mỹ Đình,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",30/04/2024,,,,Không nội thất.,Nam,Bắc
85 m²,"25,8 tỷ",6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Nghi Tàm,"Đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội",07/05/2024,6 m,4 m,5 tầng,Đầy đủ,,
70 m²,"1,7 tỷ",2 phòng,2 phòng,Đang chờ sổ,Hà Nội,Hoài Đức,Căn hộ chung cư tại THT New City,"Dự án THT New City, Đường Quốc lộ 32, Xã Kim Chung, Hoài Đức, Hà Nội",07/05/2024,,,,Nội thất đầy đủ.,,
80 m²,"28,5 tỷ",6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Hoàng Văn Thái,"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",07/05/2024,"3,8 m",7 m,4 tầng,Đầy đủ,Đông - Nam,Đông - Nam
35 m²,4 tỷ,4 phòng,,,Hà Nội,Hà Đông,Nhà riêng tại đường Mậu Lương,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",07/05/2024,,,3 tầng,,,
34 m²,72 triệu/m²,,,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Trì,Nhà riêng tại đường Thượng Phúc,"Đường Thượng Phúc, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",07/05/2024,,,3 tầng,Cơ bản,,
68 m²,37 tỷ,4 phòng,6 phòng,Sổ đỏ,Hà Nội,Cầu Giấy,Nhà riêng tại phố Nghĩa Tân,"Phố Nghĩa Tân, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",07/05/2024,"5,4 m",5 m,9 tầng,,,
38 m²,Thỏa thuận,5 phòng,5 phòng,Sổ đỏ,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Đức Diễn,"Ngõ 23/72/65, Đường Đức Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",07/05/2024,4 m,"2,5 m",5 tầng,Đầy đủ,,
40 m²,"9,99 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại đường Nông Quốc Chấn,"Đường Nông Quốc Chấn, Phường Vạn Phúc, Hà Đông, Hà Nội",07/05/2024,4 m,12 m,5 tầng,Đầy đủ,,
"30,8 m²","12,5 tỷ",3 phòng,4 phòng,,Hà Nội,Long Biên,Nhà riêng tại đường Ái Mộ,"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",07/05/2024,,,6 tầng,,,
40 m²,"9,99 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại đường Nông Quốc Chấn,"Đường Nông Quốc Chấn, Phường Vạn Phúc, Hà Đông, Hà Nội",07/05/2024,4 m,12 m,5 tầng,Đầy đủ,,
"30,8 m²","12,5 tỷ",3 phòng,4 phòng,,Hà Nội,Long Biên,Nhà riêng tại đường Ái Mộ,"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",07/05/2024,,,6 tầng,,,
59 m²,"3,15 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Căn hộ chung cư tại phố Trần Quý Kiên,"Phố Trần Quý Kiên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",07/05/2024,,,,Đầy đủ,,
630 m²,"3,5 triệu/m²",,,Đang chờ sổ,Hà Nội,Sóc Sơn,Nhà riêng tại đường Thái Lai,"Đường Thái Lai, Xã Minh Trí, Sóc Sơn, Hà Nội",06/05/2024,,,,,,
208 m²,34 tỷ,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Long Biên,Nhà mặt phố tại đường Ngô Gia Tự,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",07/05/2024,,,3 tầng,,,
30 m²,"4,5 tỷ",5 phòng,4 phòng,"Chính chủ, sổ để két sang tên ngay được.",Hà Nội,Nam Từ Liêm,Nhà riêng tại phố Cầu Cốc,"Ngõ 117, Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",03/05/2024,"3,2 m",3 m,5 tầng,"Cơ bản Nội thất: Điều hòa, nóng lạnh, trang thiết bị vệ sinh, đèn thông gió, quạt, đèn chùm...",Nam,Nam
"90,15 m²","18,5 tỷ",,,,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Ngõ 603, Đường Lạc Long Quân, Phường Nhật Tân, Tây Hồ, Hà Nội",07/05/2024,"5,5 m",,6 tầng,,,
83 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại An Bình City,"Dự án An Bình City, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",06/05/2024,,,,Đầy đủ.,Đông - Nam,Tây - Nam
36 m²,"6,5 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phường Khương Thượng,"Phường Khương Thượng, Đống Đa, Hà Nội",07/05/2024,"3,8 m",,6 tầng,Full,,
166 m²,"29,3 tỷ",6 phòng,7 phòng,Sổ đỏ.,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại đường Bạch Đằng,"Đường Bạch Đằng, Phường Chương Dương, Hoàn Kiếm, Hà Nội",07/05/2024,"6,5 m",10 m,3 tầng,,Đông - Nam,Đông - Nam
109 m²,"4,6 tỷ",3 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Căn hộ chung cư tại Goldsilk Complex,"Dự án GoldSilk Complex, Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội",07/05/2024,,,,,,
40 m²,"6,8 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phố Láng Hạ,"Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",07/05/2024,"3,8 m","3,2 m",5 tầng,Xịn sò,Tây - Nam,Tây - Nam
75 m²,"4,45 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Căn hộ chung cư tại A10-A14 Nam Trung Yên,"Dự án A10-A14 Nam Trung Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",07/05/2024,,,,Đầy đủ,,
56 m²,Thỏa thuận,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Hateco Hoàng Mai,"Dự án Hateco Hoàng Mai, Đường Yên Sở, Phường Yên Sở, Hoàng Mai, Hà Nội",07/05/2024,,,,Đầy đủ,,
35 m²,"4,8 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Ba Đình,Nhà riêng tại phường Phúc Xá,"Phường Phúc Xá, Ba Đình, Hà Nội",04/05/2024,"3,3 m",,4 tầng,Đầy đủ,,
96 m²,"5,8 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Hei Tower,"Dự án Hei Tower Điện Lực, Phố Ngụy Như Kon Tum, Phường Nhân Chính, Thanh Xuân, Hà Nội",07/05/2024,,,,Đầy đủ,Đông - Bắc,Tây - Nam
45 m²,"8,5 tỷ",4 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Ngõ 279, Đường Đội Cấn, Phường Ngọc Hà, Ba Đình, Hà Nội",07/05/2024,,,7 tầng,Đầy đủ,,
80 m²,Thỏa thuận,3 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại phường Yết Kiêu,"Phường Yết Kiêu, Hà Đông, Hà Nội",05/05/2024,,"7,5 m",3 tầng,,,
48 m²,Thỏa thuận,,,Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại đường Phạm Ngọc Thạch,"Đường Phạm Ngọc Thạch, Phường Trung Tự, Đống Đa, Hà Nội",07/05/2024,,,6 tầng,Đầy đủ,,
93 m²,11 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại đường Phố Lụa,"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",04/05/2024,"5,2 m",,,,,
93 m²,11 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại đường Phố Lụa,"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",04/05/2024,"5,2 m",,,,,
55 m²,21 tỷ,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Tây Hồ,"đường Tây Hồ, Phường Xuân La, Tây Hồ, Hà Nội",07/05/2024,"8,6 m",20 m,7 tầng,Đầy đủ,,
54 m²,"5,75 tỷ",10 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Âu Cơ,"Đường Âu Cơ, Phường Tứ Liên, Tây Hồ, Hà Nội",07/05/2024,"4,5 m","3,5 m",6 tầng,Đầy đủ,,
52 m²,"9,3 tỷ",5 phòng,,Sổ đỏ/sổ hồng.,Hà Nội,Thanh Xuân,Nhà riêng tại đường Lê Trọng Tấn,"Đường Lê Trọng Tấn, Phường Khương Mai, Thanh Xuân, Hà Nội",07/05/2024,"4,8 m","2,5 m",5 tầng,,,
43 m²,"5,3 tỷ",5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Tứ Liên,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",07/05/2024,5 m,"3,5 m",5 tầng,Đầy đủ,,
160 m²,100 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà mặt phố tại phố Chùa Bộc,"Phố Chùa Bộc, Phường Quang Trung, Đống Đa, Hà Nội",07/05/2024,9 m,,,,Bắc,
30 m²,"4,55 tỷ",,,Sổ đỏ/ Sổ hồng,Hà Nội,Long Biên,Nhà riêng tại đường Gia Thượng,"Đường Gia Thượng, Phường Ngọc Thụy, Long Biên, Hà Nội",07/05/2024,,,,,,
54 m²,"2,19 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Khu đô thị Kim Văn - Kim Lũ (Golden Silk),"Dự án Kim Văn Kim Lũ, Hoàng Mai, Hà Nội",05/05/2024,,,,Đầy đủ,Tây - Bắc,Đông - Nam
"46,5 m²",14 tỷ,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại đường Dương Quảng Hàm,"Đường Dương Quảng Hàm, Phường Quan Hoa, Cầu Giấy, Hà Nội",07/05/2024,"4,65 m",4 m,4 tầng,Đầy đủ,,
53 m²,"10,8 tỷ",4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Thịnh,"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",07/05/2024,"3,6 m",3 m,5 tầng,Cơ bản,,
184 m²,12 tỷ,4 phòng,3 phòng,,Hà Nội,Long Biên,Căn hộ chung cư tại Le Grand Jardin Sài Đồng,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",07/05/2024,,,,"Các thiết bị gắn tường như: Tủ bếp, điều hoà, nóng lạnh giá trị hơn 1tỷ.",,
86 m²,16 tỷ,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà mặt phố tại phường Phú Thượng,"Phường Phú Thượng, Tây Hồ, Hà Nội",04/05/2024,5 m,,3 tầng,Đầy đủ,,
40 m²,24 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Nhật Tân, Tây Hồ, Hà Nội",07/05/2024,"6,5 m",,5 tầng,,,
573 m²,310 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà mặt phố tại đường Nguyễn Lương Bằng,"Đường Nguyễn Lương Bằng, Phường Nam Đồng, Đống Đa, Hà Nội",07/05/2024,8 m,,8 tầng,,Đông - Nam,
400 m²,150 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phố Xã Đàn,"Phố Xã Đàn, Phường Nam Đồng, Đống Đa, Hà Nội",07/05/2024,19 m,,7 tầng,,Đông - Nam,
36 m²,4 tỷ,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại phường Dương Nội,"Phường Dương Nội, Hà Đông, Hà Nội",07/05/2024,"3,4 m","2,5 m",5 tầng,Cơ bản,,
"41,5 m²","5,5 tỷ",2 phòng,1 phòng,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Phương Canh,"Đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",05/05/2024,4 m,6 m,1 tầng,,,
39 m²,"5,95 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại phường Phú Thượng,"Phường Phú Thượng, Tây Hồ, Hà Nội",04/05/2024,5 m,,4 tầng,Đầy đủ,,
55 m²,"9,8 tỷ",4 phòng,4 phòng,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",05/05/2024,5 m,4 m,5 tầng,,,
26 m²,Thỏa thuận,,,Sổ đỏ,Hà Nội,Đống Đa,Nhà riêng tại phố Quốc Tử Giám,"Phố Quốc Tử Giám, Phường Văn Chương, Đống Đa, Hà Nội",07/05/2024,,,5 tầng,Đẹp,,
39 m²,"5,95 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại phường Phú Thượng,"Phường Phú Thượng, Tây Hồ, Hà Nội",04/05/2024,5 m,,4 tầng,Đầy đủ,,
55 m²,"9,8 tỷ",4 phòng,4 phòng,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",05/05/2024,5 m,4 m,5 tầng,,,
26 m²,Thỏa thuận,,,Sổ đỏ,Hà Nội,Đống Đa,Nhà riêng tại phố Quốc Tử Giám,"Phố Quốc Tử Giám, Phường Văn Chương, Đống Đa, Hà Nội",07/05/2024,,,5 tầng,Đẹp,,
55 m²,"13,7 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà mặt phố tại phường Phú La,"Phường Phú La, Hà Đông, Hà Nội",07/05/2024,5 m,20 m,6 tầng,Đầy đủ,,
55 m²,"2,9 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại An Bình Plaza,"Dự án An Bình Plaza, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",07/05/2024,,,,Đầy đủ,Tây - Nam,Đông - Bắc
54 m²,"12,9 tỷ",,,Sổ đỏ/ Sổ hồng,Hà Nội,Hoàng Mai,Nhà riêng tại đường Kim Đồng,"Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội",02/05/2024,,,1 tầng,Đầy đủ.,,
91 m²,"14,5 tỷ",9 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Trần Đại Nghĩa,"Phố Trần Đại Nghĩa, Phường Trương Định, Hai Bà Trưng, Hà Nội",07/05/2024,5 m,,5 tầng,Cơ bản,Đông - Bắc,Đông - Bắc
68 m²,"13,5 tỷ",6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại phố Phạm Tuấn Tài,"Phố Phạm Tuấn Tài, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",02/05/2024,,,4 tầng,,,
112 m²,52 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phường Đồng Xuân,"Phường Đồng Xuân, Hoàn Kiếm, Hà Nội",03/05/2024,,,,,,
77 m²,"2,14 tỷ",3 phòng,2 phòng,Hợp đồng mua bán,Hà Nội,Thanh Trì,Căn hộ chung cư tại Chung cư Đại Thanh,"Dự án Chung cư Đại Thanh, Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",07/05/2024,,,,Đầy đủ,,
230 m²,62 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Hoàng Mai,Nhà mặt phố tại phường Vĩnh Hưng,"Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",03/05/2024,9 m,,,Đầy đủ,,
40 m²,"6,7 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại phường Yên Phụ,"Phường Yên Phụ, Tây Hồ, Hà Nội",04/05/2024,4 m,,6 tầng,Đầy đủ,,
97 m²,"28,5 tỷ",,,,Hà Nội,Tây Hồ,Nhà riêng tại đường Trịnh Công Sơn,"Đường Trịnh Công Sơn, Phường Quảng An, Tây Hồ, Hà Nội",07/05/2024,,,8 tầng,,,
