Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng
266 m²,232 tỷ,8 m,,,,4 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Bà Triệu,"Phố Bà Triệu, Phường Nguyễn Du, Hai Bà Trưng, Hà Nội",18/04/2024
40 m²,"19,3 tỷ",,,,,5 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Nghi Tàm,"đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội",03/05/2024
50 m²,"7,6 tỷ",4 m,15 m,Đông - Nam,Bắc,5 tầng,6 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Vũ Trọng Phụng,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",27/04/2024
55 m²,"13,2 tỷ",,,,,5 tầng,5 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Tây Hồ,Nhà riêng tại đường Nghi Tàm,"đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội",03/05/2024
70 m²,"3,7 tỷ",,,Nam,Bắc,,2 phòng,2 phòng,Sổ đỏ.,Toàn bộ nội thất đẹp.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại HUD3 Nguyễn Đức Cảnh,"HUD3 Nguyễn Đức Cảnh, số 60, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",28/04/2024
60 m²,"9,68 tỷ","7,2 m",,Bắc,,5 tầng,6 phòng,7 phòng,,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Trần Quốc Vượng,"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024
22 m²,"4,6 tỷ","4,7 m",,,,6 tầng,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",03/05/2024
90 m²,"3,4 tỷ",,,,,,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Đồng Phát Park View Tower,"Dự án Đồng Phát Park View Tower, Đường Tân Mai, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",03/05/2024
107 m²,62 tỷ,20 m,,,,8 tầng,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Dương Đình Nghệ,"Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
110 m²,16 tỷ,"4,8 m",,,,4 tầng,4 phòng,3 phòng,Sổ đỏ.,,Hà Nội,Ba Đình,Nhà riêng tại phố Kim Mã Thượng,"Phố Kim Mã Thượng, Phường Vĩnh Phúc, Ba Đình, Hà Nội",03/05/2024
57 m²,"15,5 tỷ","3,3 m",,,,6 tầng,4 phòng,5 phòng,"- Sổ đỏ phân lô, vẫn cố nở hậu 2cm lấy lộc,","Đầy đủ - Nhà chủ tự xây, ép cọc bê tông, đồ ngõ 100% lim Lào nguyên khối, khách xem và cảm nhận,",Hà Nội,Ba Đình,Nhà mặt phố tại đường Quần Ngựa,"Đường Quần Ngựa, Phường Liễu Giai, Ba Đình, Hà Nội",03/05/2024
"61,6 m²","18,9 tỷ",,,,,,,,,,Hà Nội,Ba Đình,Nhà riêng tại đường Cửa Bắc,"Đường Cửa Bắc, Phường Quán Thánh, Ba Đình, Hà Nội",03/05/2024
82 m²,"37,5 tỷ","5,6 m",,,,6 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại phố Yên Hoa,"Phố Yên Hoa, Phường Yên Phụ, Tây Hồ, Hà Nội",03/05/2024
85 m²,35 tỷ,"5,8 m",,,,8 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Yên Phụ,"Đường Yên Phụ, Phường Yên Phụ, Tây Hồ, Hà Nội",03/05/2024
69 m²,"2,58 tỷ",,,Tây - Bắc,Đông - Nam,,3 phòng,2 phòng,,"Nội thất cơ bản có tủ bếp, điều hoà, rèm.",Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",03/05/2024
52 m²,21 tỷ,"4,2 m",4 m,Tây - Nam,,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Yên Phụ,"Đường Yên Phụ, Phường Yên Phụ, Tây Hồ, Hà Nội",03/05/2024
75 m²,41 tỷ,"6,2 m",,,,9 tầng,11 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Yên Phụ,"Đường Yên Phụ, Phường Yên Phụ, Tây Hồ, Hà Nội",03/05/2024
50 m²,24 tỷ,4 m,4 m,,,6 tầng,7 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại phố Yên Hoa,"Phố Yên Hoa, Phường Yên Phụ, Tây Hồ, Hà Nội",03/05/2024
102 m²,24 tỷ,5 m,"3,5 m",,,8 tầng,15 phòng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Tứ Liên,"Đường Tứ Liên, Phường Tứ Liên, Tây Hồ, Hà Nội",03/05/2024
42 m²,"14,6 tỷ","5,4 m",,,,6 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Đê La Thành,"Đường Đê La Thành, Phường Thành Công, Ba Đình, Hà Nội",03/05/2024
42 m²,"11,6 tỷ",4 m,,,,7 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Thụy Khuê,"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",03/05/2024
40 m²,15 tỷ,"3,4 m",,,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Chánh,"Đường Nguyễn Chánh, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024
55 m²,29 tỷ,8 m,4 m,,,5 tầng,3 phòng,3 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại phố Vạn Phúc,"Phố Vạn Phúc, Phường Liễu Giai, Ba Đình, Hà Nội",03/05/2024
50 m²,21 tỷ,7 m,,,,7 tầng,3 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Yên Hòa,"Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
73 m²,21 tỷ,"4,5 m",5 m,,,7 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Hoa Bằng,"Đường Hoa Bằng, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
30 m²,"4,75 tỷ","7,5 m",6 m,Đông - Bắc,Đông - Bắc,5 tầng,10 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường An Dương Vương,"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",03/05/2024
95 m²,"3,65 tỷ",,,Nam,Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại South Tower,"Dự án South Tower Hoàng Liệt, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",03/05/2024
95 m²,"3,65 tỷ",,,Nam,Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại South Tower,"Dự án South Tower Hoàng Liệt, Đường Ngọc Hồi, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",03/05/2024
115 m²,35 tỷ,7 m,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Cát Linh,"Đường Cát Linh, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",18/04/2024
53 m²,"1,93 tỷ",,,Đông - Nam,Tây - Bắc,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị mới Xa La,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",03/05/2024
77 m²,"4,3 tỷ",,,Tây - Nam,Đông - Bắc,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ. Đầy đủ nội thất cap cấp; phòng khách, bếp, thiết bị vệ sinh tất cả đều mới, cao cấp và sử dụng tốt.",Hà Nội,Thanh Xuân,Căn hộ chung cư tại Hapulico Complex,"Dự án Hapulico Complex, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",03/05/2024
83 m²,"4,2 tỷ",,,Bắc,Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Riverside Garden,"Riverside Garden, 349, Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",03/05/2024
38 m²,"4,8 tỷ",5 m,3 m,,,4 tầng,4 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại phố Vạn Phúc,"Phố Vạn Phúc, Phường Liễu Giai, Ba Đình, Hà Nội",03/05/2024
40 m²,20 tỷ,"3,2 m",,,,4 tầng,4 phòng,4 phòng,,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Duy Tân,"Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024
125 m²,Thỏa thuận,,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Khu Ngoại Giao Đoàn,"Dự án Khu Ngoại Giao Đoàn, Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",03/05/2024
32 m²,4 tỷ,"3,2 m",3 m,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Khương Trung,"Đường Khương Trung, Phường Khương Trung, Thanh Xuân, Hà Nội",03/05/2024
"131,5 m²","11,35 tỷ",,,Bắc,Tây - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Chung cư The Nine,"Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",03/05/2024
45 m²,"6,2 tỷ","4,4 m",2 m,,,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Xuân,Nhà riêng tại phố Cự Lộc,"Phố Cự Lộc, Phường Thượng Đình, Thanh Xuân, Hà Nội",03/05/2024
10 m²,"1,25 tỷ",,,,,,,,,,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Minh Khai,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",03/05/2024
46 m²,"13,8 tỷ","3,55 m",,,,8 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",30/04/2024
55 m²,"3,1 tỷ",,,Tây - Nam,Đông - Bắc,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Smart City,"Dự án Imperia Smart City, Đường Đại lộ Thăng Long, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",03/05/2024
36 m²,"4,05 tỷ",,2 m,,,4 tầng,2 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Trương Định,"Đường Trương Định, Phường Giáp Bát, Hoàng Mai, Hà Nội",03/05/2024
75 m²,3 tỷ,,,Tây,Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Khu đô thị Mỹ Đình I,"Dự án Mỹ Đình I, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",03/05/2024
55 m²,16 tỷ,4 m,7 m,,,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Nguyễn Khả Trạc,"Đường Nguyễn Khả Trạc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024
40 m²,"5,65 tỷ","3,5 m",30 m,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Trần Khát Chân,"Đường Trần Khát Chân, Phường Thanh Lương, Hai Bà Trưng, Hà Nội",30/04/2024
62 m²,"3,45 tỷ",,,Bắc,Đông - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Chung cư PCC1 Triều Khúc,"PCC1 Triều Khúc, 44, Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",03/05/2024
172 m²,"6,6 tỷ",,,Đông - Bắc,Tây - Nam,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Goldmark City,"Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",03/05/2024
100 m²,Thỏa thuận,,,,Đông - Nam,,,,Đang chờ sổ,Đầy đủ,Hà Nội,Đống Đa,Căn hộ chung cư tại đường Láng,"Đường Láng, Phường Ngã Tư Sở, Đống Đa, Hà Nội",03/05/2024
52 m²,"11,5 tỷ","4,5 m",5 m,,,6 tầng,3 phòng,6 phòng,,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại phố Hồng Tiến,"Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",30/04/2024
70 m²,"22,2 tỷ",8 m,,,,7 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Đặng Thai Mai,"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",02/05/2024
56 m²,"1,75 tỷ",,,Đông - Nam,Tây - Bắc,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Trì,Căn hộ chung cư tại Chung cư Đại Thanh,"Dự án Chung cư Đại Thanh, Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",01/05/2024
41 m²,"13,8 tỷ",,,,,5 tầng,,,,Nội thất xịn sò.,Hà Nội,Đống Đa,Nhà riêng tại đường Phạm Ngọc Thạch,"Đường Phạm Ngọc Thạch, Phường Phương Liên, Đống Đa, Hà Nội",03/05/2024
42 m²,"7,18 tỷ","3,8 m",,,,5 tầng,6 phòng,4 phòng,Có sổ.,Nội thất 100% gỗ Lim Nam Phi rất đẹp.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nam Dư Thượng,"Đường Nam Dư Thượng, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",03/05/2024
"66,68 m²",Thỏa thuận,,,,Đông - Bắc,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",03/05/2024
130 m²,48 tỷ,7 m,42 m,Đông - Nam,Đông - Nam,8 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Nhà mặt phố tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội.",03/05/2024
68 m²,"2,3 tỷ",,,Đông - Bắc,Tây - Nam,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",03/05/2024
128 m²,23 tỷ,"4,5 m",60 m,Đông - Nam,Đông - Nam,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Long Biên,Nhà mặt phố tại đường Ngô Gia Tự,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",03/05/2024
64 m²,27 tỷ,"5,1 m",,,,5 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà mặt phố tại đường Văn Cao,"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",18/04/2024
124 m²,27 tỷ,,,,,5 tầng,9 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Nguyễn Xiển,"214, Đường Nguyễn Xiển, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",03/05/2024
70 m²,9 tỷ,6 m,6 m,,,5 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Tư Đình,"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",03/05/2024
160 m²,10 tỷ,,,,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ sẵn chờ giao dịch.,Đầy đủ Tặng kèm nội thất full hiện đại. Tặng kèm nội thất full hiện đại.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Keangnam Hanoi Landmark Tower,"Dự án Keangnam, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",03/05/2024
38 m²,"4,8 tỷ",5 m,3 m,,,4 tầng,4 phòng,3 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại phố Liễu Giai,"Ngõ 19, Phố Liễu Giai, Phường Liễu Giai, Ba Đình, Hà Nội",03/05/2024
35 m²,"1,63 tỷ",,,,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Gia Lâm,Căn hộ chung cư tại The Pavilion - Vinhomes Ocean Park,"Dự án The Pavilion - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",03/05/2024
45 m²,"7,65 tỷ",,,,,5 tầng,3 phòng,,,Full nội thất.,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",03/05/2024
34 m²,"4,5 tỷ","3,7 m",3 m,,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",03/05/2024
82 m²,"10,49 tỷ",,,Nam,Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Căn hộ chung cư tại The Gloria by Silk Path,"The Gloria by Silk Path, số 8, Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",03/05/2024
"68,2 m²","15,5 tỷ",4 m,,,,,,,Sổ đỏ,,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Trần Đại Nghĩa,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",03/05/2024
55 m²,12 tỷ,5 m,8 m,,,5 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",03/05/2024
108 m²,Thỏa thuận,,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Hoàng Thành Tower,"Hoàng Thành Tower, 114, Phố Mai Hắc Đế, Phường Lê Đại Hành, Hai Bà Trưng, Hà Nội",12/04/2024
70 m²,"1,72 tỷ",,,Bắc,Nam,,2 phòng,2 phòng,Đang chờ sổ,Cơ bản,Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị Thanh Hà Mường Thanh,"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội",03/05/2024
75 m²,"4,6 tỷ",,,Đông - Nam,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Imperia Garden,"Imperia Garden, 203, Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",03/05/2024
"52,3 m²","1,9 tỷ",,,Tây - Bắc,Đông - Nam,,1 phòng,1 phòng,Đã có sổ,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị mới Xa La,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",03/05/2024
58 m²,"1,95 tỷ",,,Đông - Bắc,Tây - Nam,,2 phòng,1 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị mới Xa La,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",03/05/2024
90 m²,"7,99 tỷ",,,,,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Thanh Nhàn,"Đường Thanh Nhàn, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",03/05/2024
69 m²,3 tỷ,,,Tây - Nam,Đông - Bắc,,2 phòng,2 phòng,Sổ hồng.,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại SDU - 143 Trần Phú,"Dự án SDU 143 Trần Phú, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",03/05/2024
70 m²,Thỏa thuận,,,Tây - Bắc,Đông - Nam,,2 phòng,2 phòng,,"Tủ bếp, điều hòa âm trần, và thiết bị vs Toto. Kèm 1 số đồ gia dụng gia đình đã mua sắm thêm: Tủ giày, sofa và bàn ăn...",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Green Bay Mễ Trì,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",27/04/2024
40 m²,"5,3 tỷ",,,,,5 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Quang Trung,"Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
62 m²,24 tỷ,8 m,25 m,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Trần Khát Chân,"Đường Trần Khát Chân, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",03/05/2024
72 m²,"3,25 tỷ",,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Hà Đông,Căn hộ chung cư tại The Pride,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",03/05/2024
"95,9 m²","16,8 tỷ",,4 m,,,,,,,,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Trần Đại Nghĩa,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",03/05/2024
83 m²,"5,6 tỷ",,,,,,2 phòng,,,,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Times City,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",03/05/2024
109 m²,Thỏa thuận,,,,,,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Hoàng Thành Pearl,"Dự án Hoàng Thành Pearl, Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",03/05/2024
50 m²,"13,7 tỷ",5 m,,,,5 tầng,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",03/05/2024
76 m²,"17,5 tỷ","4,5 m",,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",03/05/2024
86 m²,23 tỷ,"4,86 m",,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàng Mai,Nhà mặt phố tại đường Giải Phóng,"Đường Giải Phóng, Phường Giáp Bát, Hoàng Mai, Hà Nội",03/05/2024
36 m²,"9,3 tỷ",4 m,5 m,,,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,"Đầy đủ - sổ đỏ đẹp, chính chủ, sẵn sàng giao dịch ngay.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Hồ Tùng Mậu,"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",03/05/2024
42 m²,"10,5 tỷ","4,1 m",,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
42 m²,"10,5 tỷ","4,1 m",,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",03/05/2024
120 m²,23 tỷ,8 m,,,,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Thanh Xuân,Nhà riêng tại đường Hoàng Văn Thái,"Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội",03/05/2024
