Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Số toilet,Hướng nhà,Hướng ban công
"98,7 m²","5,2 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Trung Yên Plaza,"Dự án Trung Yên Plaza, Phố Trung Hòa, Phường Trung Hòa, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,,Đông - Bắc
72 m²,Thỏa thuận,,,,2 phòng,,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",02/05/2024,,,
100 m²,"5,5 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Khu đô thị Yên Hòa,"Dự án Yên Hòa, Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Tây - Bắc,Tây - Nam
"61,5 m²","3,8 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Mon City,"Dự án Mon City - Hải Đăng City, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",03/05/2024,2 phòng,,
64 m²,"2,8 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ nhà nội thất đẹp,",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Khu đô thị Mễ Trì Hạ,"Dự án KĐT Mễ Trì Hạ, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",28/04/2024,1 phòng,,
110 m²,"4,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Tổ hợp 173 Xuân Thủy,"Dự án 173 Xuân Thủy, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Nam,Tây - Bắc
92 m²,"41,5 tỷ",6 m,10 m,9 tầng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Hoàng Ngân,"Đường Hoàng Ngân, Phường Nhân Chính, Thanh Xuân, Hà Nội",06/05/2024,10 phòng,,
72 m²,Thỏa thuận,,,,2 phòng,,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",02/05/2024,,,
100 m²,"5,5 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Khu đô thị Yên Hòa,"Dự án Yên Hòa, Đường Vũ Phạm Hàm, Phường Yên Hòa, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Tây - Bắc,Tây - Nam
"61,5 m²","3,8 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Mon City,"Dự án Mon City - Hải Đăng City, Đường Hàm Nghi, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",03/05/2024,2 phòng,,
64 m²,"2,8 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ nhà nội thất đẹp,",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Khu đô thị Mễ Trì Hạ,"Dự án KĐT Mễ Trì Hạ, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",28/04/2024,1 phòng,,
110 m²,"4,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Tổ hợp 173 Xuân Thủy,"Dự án 173 Xuân Thủy, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Nam,Tây - Bắc
92 m²,"41,5 tỷ",6 m,10 m,9 tầng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Hoàng Ngân,"Đường Hoàng Ngân, Phường Nhân Chính, Thanh Xuân, Hà Nội",06/05/2024,10 phòng,,
118 m²,"7,8 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Indochina Plaza Hanoi,"Dự án Indochina Plaza, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Tây - Nam,Đông - Bắc
67 m²,"3,4 tỷ",,,,2 phòng,Hợp đồng mua bán,"Sàn gỗ, trần thạch cao, tb vệ sinh, bình nóng lạnh, vách tắm kính, tủ bếp, bếp từ, hút mùi, điều hoà âm trần...",Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",27/04/2024,2 phòng,,
40 m²,"9,5 tỷ","3,5 m",,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",06/05/2024,4 phòng,,
75 m²,Thỏa thuận,,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị mới Xa La,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Tây - Bắc
121 m²,"7,3 tỷ",,,,3 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Bamboo Airways Tower,"Bamboo Airways Tower, 265, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Đông - Bắc,Tây - Nam
"63,3 m²","3,6 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"Dự án The Sapphire - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",06/05/2024,2 phòng,,
97 m²,"5,6 tỷ",,,,2 phòng,Đã có sổ,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Bamboo Airways Tower,"Bamboo Airways Tower, 265, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Tây - Bắc
83 m²,"3,85 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Khu nhà ở kinh doanh Dịch Vọng,"Dự án Khu Nhà ở KD Dịch Vọng, Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,,
101 m²,"5,8 tỷ",,,,2 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Discovery Complex,"Dự án Discovery Complex, Đường Cầu Giấy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Tây - Nam,Đông - Bắc
78 m²,"3,3 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại FLC Garden City,"Dự án FLC Garden City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",06/05/2024,2 phòng,Tây - Bắc,Đông - Nam
72 m²,"3,6 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại C37 Bộ Công An - Bắc Hà Tower,"Dự án C37 Bộ Công An - Bắc Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",05/05/2024,2 phòng,Tây - Bắc,Đông - Nam
62 m²,"15,4 tỷ",4 m,4 m,7 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",06/05/2024,6 phòng,Đông - Bắc,Đông - Bắc
105 m²,"4,8 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại FLC Garden City,"Dự án FLC Garden City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",06/05/2024,2 phòng,Tây - Bắc,Đông - Nam
60 m²,"11,9 tỷ","4,5 m",,5 tầng,,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",02/05/2024,,,
105 m²,"4,8 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại FLC Garden City,"Dự án FLC Garden City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",06/05/2024,2 phòng,Tây - Bắc,Đông - Nam
60 m²,"11,9 tỷ","4,5 m",,5 tầng,,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",02/05/2024,,,
110 m²,"5,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Ecolife Capitol,"Dự án Ecolife Capitol, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",06/05/2024,2 phòng,Tây - Bắc,Đông - Nam
200 m²,47 tỷ,,40 m,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Nghi Tàm,"Đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội",06/05/2024,,,
76 m²,"5,4 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Chung cư The Nine,"Dự án The Nine, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Bắc,Nam
92 m²,4 tỷ,,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại IA20 Ciputra,"Dự án IA20 Ciputra, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",02/05/2024,2 phòng,,
74 m²,"4,8 tỷ",,,,2 phòng,Đã có sổ,Full đồ,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Green Pearl 378 Minh Khai,"Dự án Green Pearl 378 Minh Khai, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Đông - Bắc
40 m²,10 tỷ,"3,6 m",4 m,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ - Chủ nhà xác định ở lâu dài nên xây dựng tỷ mỉ, cẩn thận và đầu tư toàn đồ sang, xịn cho ngôi nhà. Sàn nhà và cầu thang đều sử dụng gỗ thịt, toàn bộ cửa đều bằng gỗ lim. Thiết bị vệ sinh nhập.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Đỗ Đức Dục,"Ngõ 32, Đường Đỗ Đức Dục, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",01/05/2024,4 phòng,Đông - Nam,Đông - Nam
31 m²,"5,6 tỷ",5 m,3 m,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Phạm Văn Đồng,"139, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",06/05/2024,4 phòng,Nam,Nam
100 m²,"6,9 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Chung cư The Nine,"The Nine, số 9, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Tây - Bắc
142 m²,"11,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Chung cư The Nine,"The Nine, số 9, Đường Phạm Văn Đồng, Phường Mai Dịch, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,Nam,Bắc
45 m²,16 tỷ,"4,2 m",5 m,7 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại phố Linh Lang,"Ngõ 81, Phố Linh Lang, Phường Cống Vị, Ba Đình, Hà Nội",03/05/2024,6 phòng,,
55 m²,"19,5 tỷ",5 m,7 m,7 tầng,5 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà riêng tại đường Huỳnh Thúc Kháng,"Đường Huỳnh Thúc Kháng, Phường Láng Thượng, Đống Đa, Hà Nội",01/05/2024,6 phòng,Tây - Bắc,Tây - Bắc
140 m²,"5,9 tỷ",,,,4 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ Nội thất chủ tâm huyết làm siêu đẹp, xịn.",Hà Nội,Long Biên,Căn hộ chung cư tại Hope Residence,"Dự án Hope Residence, Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",06/05/2024,4 phòng,Tây - Bắc,Đông - Nam
105 m²,"3,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại The Pride,"Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",04/05/2024,2 phòng,,
50 m²,"11,3 tỷ",5 m,13 m,7 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại phường Phú La,"Phường Phú La, Hà Đông, Hà Nội",06/05/2024,4 phòng,Tây - Nam,Tây - Nam
80 m²,"4,9 tỷ",,,,3 phòng,Hợp đồng mua bán,Đầy đủ Bàn giao full nội thất cao cấp.,Hà Nội,Long Biên,Căn hộ chung cư tại Berriver Long Biên,"Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Tây - Bắc
115 m²,Thỏa thuận,,,,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Đống Đa,Căn hộ chung cư tại Hà Thành Plaza,"Dự án Hà Thành Plaza, Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",06/05/2024,2 phòng,,
45 m²,"4,75 tỷ",4 m,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Long Biên,Nhà riêng tại đường Thạch Bàn,"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",06/05/2024,,,
40 m²,"5,7 tỷ",5 m,6 m,6 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại phường Thạch Bàn,"Phường Thạch Bàn, Long Biên, Hà Nội",06/05/2024,5 phòng,,
55 m²,6 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khánh Toàn,"Ngõ 17, Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",06/05/2024,,,
80 m²,"4,45 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Feliz Homes,"Dự án Feliz Homes, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",06/05/2024,2 phòng,,
55 m²,"11,8 tỷ",,,5 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khánh Toàn,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",06/05/2024,,,
104 m²,Thỏa thuận,,,,3 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Long Biên,Căn hộ chung cư tại Bình Minh Garden,"Bình Minh Garden, 93, Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",06/05/2024,2 phòng,Tây - Nam,Đông - Nam
30 m²,"5,86 tỷ",6 m,3 m,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Vĩnh Phúc,"Đường Vĩnh Phúc, Phường Đội Cấn, Ba Đình, Hà Nội",06/05/2024,4 phòng,,
115 m²,"6,2 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ Bàn giao full nội thất.,Hà Nội,Long Biên,Căn hộ chung cư tại Berriver Long Biên,"Dự án Berriver Long Biên, Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Đông - Bắc
"105,2 m²","4,3 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,"- Nội thất để lại: Sàn gỗ, trần thạch cao, tủ bếp, hệ thống bếp, điều hòa, nóng lạnh, nội thất gắn tường.",Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị mới Văn Phú,"Dự án KĐT Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Đông - Bắc
75 m²,"15,5 tỷ","5,5 m",,6 tầng,14 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",06/05/2024,14 phòng,,
54 m²,"1,95 tỷ",,,,2 phòng,,,Hà Nội,Hà Đông,Căn hộ chung cư tại PCC1 Complex,"Dự án PCC1 Complex, Đường Ba La, Phường Phú Lương, Hà Đông, Hà Nội",06/05/2024,1 phòng,,
70 m²,Thỏa thuận,,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị mới Xa La,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",06/05/2024,2 phòng,Tây - Bắc,Đông - Nam
120 m²,Thỏa thuận,,,,3 phòng,Sổ đỏ/ Sổ hồng,"Tất cả bàn giao full nội thất xịn hàng nhập khẩu như Hafele, Kohler, điều hòa Misubishi 2 chiều, sàn gỗ Lim, tủ gỗ gõ đỏ...",Hà Nội,Long Biên,Căn hộ chung cư tại HC Golden City,"Dự án HC Golden City, Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",06/05/2024,2 phòng,Tây - Nam,Đông - Bắc
"65,65 m²","2,85 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,"Bàn giao full nội thất: Bàn giao đầy đủ nội thất liền tường: Bếp Hafele, điều hòa Mitsubishi 2 chiều, thiết bị vệ sinh Toto, nóng lạnh Ariston.",Hà Nội,Long Biên,Căn hộ chung cư tại Eco City Việt Hưng,"Dự án Eco City Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Tây - Bắc
"46,4 m²","5,75 tỷ","3,9 m",3 m,2 tầng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà riêng tại đường Ngô Quyền,"Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Đông - Nam
100 m²,"3,5 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Usilk City,"Dự án Usilk City, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",04/05/2024,2 phòng,,
45 m²,"6,7 tỷ","4,8 m",,3 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại phố Cầu Am,"Phố Cầu Am, Phường Vạn Phúc, Hà Đông, Hà Nội",06/05/2024,3 phòng,,
97 m²,"5,4 tỷ",,,,3 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Long Biên,Căn hộ chung cư tại Khai Sơn City,"Dự án Khai Sơn City, Phường Ngọc Thụy, Long Biên, Hà Nội",06/05/2024,2 phòng,,Đông - Nam
51 m²,"6,95 tỷ",5 m,"2,5 m",4 tầng,4 phòng,,,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Dương Văn Bé,"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",05/05/2024,4 phòng,,
92 m²,"4,55 tỷ",,,,3 phòng,Sổ hồng.,Full nội thất,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại IA20 Ciputra,"Dự án IA20 Ciputra, Đường Phạm Văn Đồng, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội",06/05/2024,2 phòng,Đông,Nam
74 m²,35 triệu/m²,,,,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Hà Nội Melody Residences,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",25/04/2024,2 phòng,Tây - Bắc,Đông - Nam
"99,63 m²",Thỏa thuận,,,,3 phòng,Sổ hồng vĩnh viễn,Full nội thất (chưa sử dụng).,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Việt Đức Complex,"Việt Đức Complex, 39, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",02/05/2024,2 phòng,Đông - Nam,Tây - Bắc
74 m²,35 triệu/m²,,,,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Hà Nội Melody Residences,"Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",25/04/2024,2 phòng,Tây - Bắc,Đông - Nam
"99,63 m²",Thỏa thuận,,,,3 phòng,Sổ hồng vĩnh viễn,Full nội thất (chưa sử dụng).,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Việt Đức Complex,"Việt Đức Complex, 39, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",02/05/2024,2 phòng,Đông - Nam,Tây - Bắc
70 m²,"2,5 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng.,Đã đầy đủ nội thất.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",06/05/2024,2 phòng,,
143 m²,12 tỷ,,,,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Vinhomes Times City - Park Hill,"Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",06/05/2024,3 phòng,Đông,Tây - Nam
92 m²,"3,5 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Grand Sunlake,"Dự án Grand Sunlake, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",05/05/2024,2 phòng,,Đông - Nam
66 m²,"2,59 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Căn hộ chung cư tại Gemek Premium,"Dự án Gemek Premium, Huyện Hoài Đức, Hà Nội",06/05/2024,2 phòng,Tây - Nam,Đông - Bắc
"91,6 m²",54 triệu/m²,,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Richland Southern,"Dự án Richland Southern, Đường Xuân Thủy, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,2 phòng,,Nam
43 m²,Thỏa thuận,,,,2 phòng,Hợp đồng mua bán.,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Sola Park,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",06/05/2024,1 phòng,Tây - Nam,Đông - Bắc
57 m²,"6,7 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Căn hộ chung cư tại The Gloria by Silk Path,"Dự án The Gloria by Silk Path, số 8 Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",06/05/2024,2 phòng,Bắc,Nam
112 m²,62 triệu/m²,,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Hoàng Thành Pearl,"Dự án Hoàng Thành Pearl, Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",06/05/2024,2 phòng,,Đông - Bắc
43 m²,"10,5 tỷ","4,2 m",,6 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",06/05/2024,6 phòng,,
90 m²,Thỏa thuận,,,,3 phòng,Sổ đỏ/ Sổ hồng.,"Đầy đủ Nội thất đã làm đầy đủ đồ xịn, khách mua không cần sửa sang gì thêm. Sổ đỏ chính chủ.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Tây Hà Tower,"Dự án Tây Hà Tower, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",04/05/2024,2 phòng,,
"40,5 m²",6 tỷ,4 m,3 m,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại Khu đô thị Mỗ Lao,"Dự án Mỗ Lao, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",06/05/2024,5 phòng,,
120 m²,53 triệu/m²,,,,3 phòng,Đang chờ sổ,"Cơ bản - Nội thất bàn giao đầy đủ đồ liền tường và đồ rời cao cấp: + Tủ bếp trên dưới gỗ Gõ Đỏ, thiết bị bếp Hafele, máy lọc nước Kangaroo. + Tủ âm tường, tủ giày gỗ Gõ đỏ tự nhiên. + Thiết bị vệ sinh",Hà Nội,Long Biên,Căn hộ chung cư tại HC Golden City,"Dự án HC Golden City, Phố Hồng Tiến, Phường Bồ Đề, Long Biên, Hà Nội",06/05/2024,2 phòng,,
