Quận,Loại nhà,Diện tích (m²),Mức giá (tỷ),Số phòng ngủ,Số toilet,Loại Nhà (mã hóa),Quận (mã hóa),Khoảng giá,Mức giá (triệu/m²)
Hoàng Mai,Nhà riêng,33.0,5.2,3,4,2,8,1,157.57575757575756
Nam Từ Liêm,Nhà riêng,40.0,5.6,4,3,2,12,1,140.0
Hoàng Mai,Nhà riêng,43.0,5.6,4,4,2,8,1,130.2325581395349
Thanh Xuân,Nhà riêng,36.0,7.3,4,4,2,18,1,202.77777777777777
Hoàng Mai,Nhà riêng,46.0,6.7,4,4,2,8,1,145.65217391304347
Đông Anh,Căn hộ chung cư,47.0,1.9,1,1,0,23,0,40.42553191489362
Bắc Từ Liêm,Nhà riêng,70.0,9.9,4,4,2,1,1,141.42857142857142
Hoàng Mai,Căn hộ chung cư,68.0,3.08,2,2,0,8,1,45.294117647058826
Đống Đa,Nhà riêng,37.0,7.95,8,4,2,24,1,214.86486486486487
Hà Đông,Nhà riêng,55.0,6.7,4,4,2,9,1,121.81818181818181
Ba Đình,Nhà riêng,45.0,11.5,5,5,2,0,2,255.55555555555554
Thanh Xuân,Căn hộ chung cư,115.0,6.2,3,2,0,18,1,53.91304347826087
Hà Đông,Nhà riêng,50.0,12.4,5,6,2,9,2,248.0
Ba Đình,Nhà riêng,70.0,15.8,8,6,2,0,2,225.71428571428572
Thanh Trì,Nhà riêng,60.0,9.75,18,18,2,17,1,162.5
Nam Từ Liêm,Căn hộ chung cư,54.0,2.75,2,1,0,12,1,50.925925925925924
Nam Từ Liêm,Căn hộ chung cư,75.0,3.9,3,2,0,12,1,52.0
Hà Đông,Nhà mặt phố,52.0,12.0,6,6,1,9,2,230.76923076923077
Nam Từ Liêm,Căn hộ chung cư,75.0,3.72,3,2,0,12,1,49.6
Hà Đông,Căn hộ chung cư,57.0,3.25,2,2,0,9,1,57.01754385964912
Thanh Xuân,Căn hộ chung cư,75.0,4.5,2,2,0,18,1,60.0
Nam Từ Liêm,Căn hộ chung cư,62.0,4.22,2,2,0,12,1,68.06451612903226
Hoàn Kiếm,Nhà mặt phố,104.0,62.0,4,3,1,7,3,596.1538461538462
Cầu Giấy,Nhà mặt phố,150.0,65.0,25,26,1,3,3,433.3333333333333
Thanh Trì,Nhà riêng,40.0,4.75,4,3,2,17,1,118.75
Cầu Giấy,Nhà riêng,95.0,16.0,6,4,2,3,2,168.42105263157896
Thanh Xuân,Nhà riêng,83.0,12.0,6,3,2,18,2,144.57831325301206
Long Biên,Căn hộ chung cư,71.0,4.3,2,2,0,10,1,60.563380281690144
Nam Từ Liêm,Căn hộ chung cư,64.0,3.28,2,1,0,12,1,51.25
Long Biên,Căn hộ chung cư,100.0,5.65,4,2,0,10,1,56.5
Ba Đình,Nhà riêng,45.0,12.8,4,4,2,0,2,284.44444444444446
Cầu Giấy,Nhà riêng,55.0,5.5,3,2,2,3,1,100.0
Nam Từ Liêm,Căn hộ chung cư,62.0,4.16,2,2,0,12,1,67.09677419354838
Cầu Giấy,Nhà riêng,40.0,9.5,4,5,2,3,1,237.5
Bắc Từ Liêm,Căn hộ chung cư,77.0,4.15,2,2,0,1,1,53.896103896103895
Nam Từ Liêm,Căn hộ chung cư,54.0,3.04,2,2,0,12,1,56.2962962962963
Thanh Xuân,Nhà riêng,50.0,9.0,4,4,2,18,1,180.0
Đống Đa,Nhà riêng,43.0,12.6,5,5,2,24,2,293.0232558139535
Nam Từ Liêm,Căn hộ chung cư,29.0,1.93,1,1,0,12,0,66.55172413793103
Hà Đông,Nhà riêng,50.0,4.69,1,1,2,9,1,93.8
Nam Từ Liêm,Căn hộ chung cư,43.0,2.55,1,1,0,12,1,59.30232558139535
Nam Từ Liêm,Căn hộ chung cư,54.0,2.81,2,1,0,12,1,52.03703703703704
Bắc Từ Liêm,Nhà riêng,40.0,6.0,3,5,2,1,1,150.0
Hoàng Mai,Nhà riêng,33.0,3.68,4,3,2,8,1,111.51515151515152
Nam Từ Liêm,Căn hộ chung cư,42.0,2.93,1,1,0,12,1,69.76190476190476
Bắc Từ Liêm,Nhà riêng,95.0,15.0,6,7,2,1,2,157.89473684210526
Thanh Trì,Căn hộ chung cư,60.0,1.89,2,2,0,17,0,31.5
Thanh Xuân,Căn hộ chung cư,60.0,2.1,2,2,0,18,1,35.0
Thanh Trì,Căn hộ chung cư,45.0,1.55,3,2,0,17,0,34.44444444444444
Đống Đa,Nhà riêng,35.0,5.8,4,4,2,24,1,165.71428571428572
Nam Từ Liêm,Căn hộ chung cư,75.0,4.15,3,2,0,12,1,55.333333333333336
Thanh Trì,Căn hộ chung cư,47.0,1.45,2,1,0,17,0,30.851063829787233
Cầu Giấy,Căn hộ chung cư,58.0,3.0,2,1,0,3,1,51.724137931034484
Bắc Từ Liêm,Căn hộ chung cư,78.0,4.0,2,2,0,1,1,51.282051282051285
Nam Từ Liêm,Căn hộ chung cư,32.0,1.82,1,1,0,12,0,56.875
Hoàng Mai,Nhà mặt phố,80.0,16.8,4,4,1,8,2,210.0
Hoàng Mai,Nhà riêng,46.0,6.7,3,3,2,8,1,145.65217391304347
Hai Bà Trưng,Nhà riêng,50.0,5.17,3,4,2,5,1,103.4
Hoàng Mai,Nhà riêng,35.0,4.5,4,3,2,8,1,128.57142857142858
Bắc Từ Liêm,Nhà riêng,35.0,5.9,4,4,2,1,1,168.57142857142858
Nam Từ Liêm,Căn hộ chung cư,75.0,3.9,3,2,0,12,1,52.0
Nam Từ Liêm,Căn hộ chung cư,43.0,2.45,1,1,0,12,1,56.97674418604651
Thanh Trì,Căn hộ chung cư,60.0,1.83,2,2,0,17,0,30.5
Thanh Trì,Căn hộ chung cư,77.0,2.48,3,2,0,17,1,32.20779220779221
Thanh Xuân,Nhà riêng,26.0,1.86,2,1,2,18,0,71.53846153846153
Thanh Trì,Căn hộ chung cư,39.0,1.24,1,1,0,17,0,31.794871794871796
Nam Từ Liêm,Căn hộ chung cư,43.0,2.49,1,1,0,12,1,57.906976744186046
Thanh Trì,Căn hộ chung cư,42.0,1.22,1,1,0,17,0,29.047619047619047
Long Biên,Nhà riêng,203.0,33.0,3,3,2,10,2,162.5615763546798
Cầu Giấy,Nhà riêng,57.0,12.9,4,4,2,3,2,226.31578947368422
Hoàng Mai,Căn hộ chung cư,59.0,2.98,2,2,0,8,1,50.50847457627118
Nam Từ Liêm,Căn hộ chung cư,104.0,7.2,3,2,0,12,1,69.23076923076923
Hoàng Mai,Căn hộ chung cư,47.0,2.6,2,2,0,8,1,55.319148936170215
Đống Đa,Nhà mặt phố,100.0,33.0,6,4,1,24,2,330.0
Hoàng Mai,Căn hộ chung cư,60.0,2.58,2,2,0,8,1,43.0
Đống Đa,Căn hộ chung cư,30.0,3.15,3,1,0,24,1,105.0
Đống Đa,Nhà riêng,93.0,15.5,11,12,2,24,2,166.66666666666666
Nam Từ Liêm,Căn hộ chung cư,29.0,1.98,1,1,0,12,0,68.27586206896552
Nam Từ Liêm,Nhà riêng,101.0,43.0,35,35,2,12,2,425.74257425742576
Đống Đa,Căn hộ chung cư,28.0,2.4,3,1,0,24,1,85.71428571428571
Đống Đa,Nhà riêng,52.0,8.7,6,5,2,24,1,167.30769230769232
Hoàng Mai,Nhà mặt phố,42.0,11.3,4,5,1,8,2,269.04761904761904
Tây Hồ,Nhà riêng,50.0,7.85,6,4,2,21,1,157.0
Nam Từ Liêm,Căn hộ chung cư,43.0,2.45,1,1,0,12,1,56.97674418604651
Nam Từ Liêm,Căn hộ chung cư,85.0,4.5,2,2,0,12,1,52.94117647058823
Hoài Đức,Căn hộ chung cư,72.0,3.024,2,2,0,6,1,42.0
Hà Đông,Nhà riêng,31.0,3.8,3,4,2,9,1,122.58064516129032
Hai Bà Trưng,Nhà riêng,42.0,7.0,4,5,2,5,1,166.66666666666666
Hoàn Kiếm,Nhà riêng,60.0,14.0,5,6,2,7,2,233.33333333333334
Hà Đông,Nhà riêng,50.0,10.7,4,4,2,9,2,214.0
Nam Từ Liêm,Căn hộ chung cư,64.0,3.64,2,2,0,12,1,56.875
Bắc Từ Liêm,Nhà riêng,39.0,5.1,6,4,2,1,1,130.76923076923077
Thanh Xuân,Nhà riêng,37.0,6.2,5,4,2,18,1,167.56756756756758
Nam Từ Liêm,Căn hộ chung cư,95.0,5.48,3,2,0,12,1,57.68421052631579
Thanh Xuân,Nhà riêng,56.0,9.2,5,4,2,18,1,164.28571428571428
Nam Từ Liêm,Căn hộ chung cư,55.0,3.24,2,1,0,12,1,58.90909090909091
Hai Bà Trưng,Nhà riêng,32.0,8.2,2,4,2,5,1,256.25
Hoàng Mai,Nhà mặt phố,63.0,12.5,3,4,1,8,2,198.4126984126984
Nam Từ Liêm,Nhà riêng,37.0,4.5,4,3,2,12,1,121.62162162162163
Hà Đông,Nhà riêng,40.0,2.3,3,3,2,9,1,57.5
Cầu Giấy,Nhà mặt phố,46.0,15.9,4,5,1,3,2,345.6521739130435
Nam Từ Liêm,Căn hộ chung cư,54.0,2.75,2,2,0,12,1,50.925925925925924
Đống Đa,Nhà riêng,70.0,15.5,18,18,2,24,2,221.42857142857142
Hoàng Mai,Nhà riêng,41.0,4.5,4,5,2,8,1,109.7560975609756
Cầu Giấy,Căn hộ chung cư,110.0,6.8,3,2,0,3,1,61.81818181818182
Nam Từ Liêm,Căn hộ chung cư,38.0,2.05,1,1,0,12,1,53.94736842105263
Thanh Xuân,Căn hộ chung cư,146.0,7.22,3,2,0,18,1,49.45205479452055
Long Biên,Căn hộ chung cư,68.0,4.1,2,2,0,10,1,60.294117647058826
Đống Đa,Nhà riêng,30.0,3.7,4,4,2,24,1,123.33333333333333
Thanh Xuân,Căn hộ chung cư,66.0,3.3,2,2,0,18,1,50.0
Nam Từ Liêm,Căn hộ chung cư,143.0,8.1,3,3,0,12,1,56.64335664335665
Nam Từ Liêm,Căn hộ chung cư,43.0,2.43,1,1,0,12,1,56.51162790697674
Hoàng Mai,Căn hộ chung cư,68.0,3.4,2,2,0,8,1,50.0
Thanh Xuân,Nhà riêng,155.0,29.5,6,5,2,18,2,190.32258064516128
Hoàng Mai,Nhà mặt phố,102.0,28.5,2,2,1,8,2,279.4117647058824
Gia Lâm,Căn hộ chung cư,43.0,1.8,1,1,0,4,0,41.86046511627907
Ba Đình,Nhà riêng,72.0,20.96,10,11,2,0,2,291.1111111111111
Thanh Xuân,Nhà riêng,68.0,19.6,6,5,2,18,2,288.2352941176471
Đống Đa,Nhà riêng,120.0,27.3,20,22,2,24,2,227.5
Nam Từ Liêm,Căn hộ chung cư,54.0,3.15,2,2,0,12,1,58.333333333333336
Hai Bà Trưng,Nhà riêng,60.0,14.5,5,5,2,5,2,241.66666666666666
Long Biên,Nhà riêng,40.0,5.7,4,4,2,10,1,142.5
Hai Bà Trưng,Nhà riêng,50.0,11.9,4,4,2,5,2,238.0
Hai Bà Trưng,Nhà riêng,40.0,6.8,4,4,2,5,1,170.0
Đống Đa,Nhà mặt phố,70.0,26.3,4,4,1,24,2,375.7142857142857
Nam Từ Liêm,Căn hộ chung cư,43.0,2.43,1,1,0,12,1,56.51162790697674
Long Biên,Nhà riêng,74.0,8.8,3,3,2,10,1,118.91891891891892
Đống Đa,Nhà mặt phố,55.0,15.5,4,4,1,24,2,281.8181818181818
Đống Đa,Nhà riêng,90.0,21.0,4,4,2,24,2,233.33333333333334
Đống Đa,Nhà riêng,130.0,26.0,4,3,2,24,2,200.0
Hà Đông,Nhà riêng,34.0,2.96,3,3,2,9,1,87.05882352941177
Tây Hồ,Căn hộ chung cư,109.0,11.15,3,2,0,21,2,102.29357798165138
Tây Hồ,Nhà riêng,69.0,13.8,4,5,2,21,2,200.0
Ba Đình,Nhà riêng,46.0,8.2,4,5,2,0,1,178.2608695652174
Ba Đình,Nhà riêng,58.0,9.5,4,4,2,0,1,163.79310344827587
Hai Bà Trưng,Nhà riêng,46.0,4.8,4,4,2,5,1,104.34782608695652
Tây Hồ,Căn hộ chung cư,58.0,3.8,1,1,0,21,1,65.51724137931035
Hà Đông,Nhà riêng,32.0,3.35,4,4,2,9,1,104.6875
Hà Đông,Căn hộ chung cư,76.0,2.75,2,2,0,9,1,36.18421052631579
Hoài Đức,Nhà riêng,38.0,3.55,4,3,2,6,1,93.42105263157895
Nam Từ Liêm,Căn hộ chung cư,43.0,2.38,1,1,0,12,1,55.348837209302324
Hoàng Mai,Căn hộ chung cư,67.0,2.06,2,2,0,8,1,30.746268656716417
Đông Anh,Nhà riêng,96.0,9.3,4,4,2,23,1,96.875
Long Biên,Nhà mặt phố,488.0,55.0,1,1,1,10,3,112.70491803278688
Nam Từ Liêm,Căn hộ chung cư,116.0,6.7,3,2,0,12,1,57.758620689655174
Hoàng Mai,Nhà riêng,42.0,10.0,11,11,2,8,2,238.0952380952381
Hà Đông,Căn hộ chung cư,117.0,4.99,3,2,0,9,1,42.64957264957265
Nam Từ Liêm,Căn hộ chung cư,64.0,4.24,2,2,0,12,1,66.25
Thanh Xuân,Căn hộ chung cư,90.0,4.48,3,2,0,18,1,49.77777777777778
Hoài Đức,Căn hộ chung cư,66.0,3.5,2,2,0,6,1,53.03030303030303
Hoài Đức,Nhà riêng,39.0,3.95,3,3,2,6,1,101.28205128205128
Nam Từ Liêm,Căn hộ chung cư,64.0,4.05,2,2,0,12,1,63.28125
Thanh Xuân,Nhà riêng,131.0,14.89,6,6,2,18,2,113.66412213740458
Hoàng Mai,Nhà mặt phố,37.0,8.5,3,5,1,8,1,229.72972972972974
Hoài Đức,Căn hộ chung cư,100.0,4.8,2,2,0,6,1,48.0
Thanh Xuân,Căn hộ chung cư,135.0,6.9,3,2,0,18,1,51.111111111111114
Hai Bà Trưng,Nhà riêng,44.0,8.2,3,4,2,5,1,186.36363636363637
Long Biên,Nhà riêng,95.0,19.0,4,4,2,10,2,200.0
Thanh Xuân,Căn hộ chung cư,124.0,6.5,3,2,0,18,1,52.41935483870968
Hoàng Mai,Nhà riêng,35.0,4.95,4,3,2,8,1,141.42857142857142
Thanh Xuân,Căn hộ chung cư,186.0,8.5,3,2,0,18,1,45.69892473118279
Hai Bà Trưng,Nhà riêng,45.0,10.6,6,4,2,5,2,235.55555555555554
Nam Từ Liêm,Căn hộ chung cư,54.0,3.04,2,1,0,12,1,56.2962962962963
Hai Bà Trưng,Nhà riêng,45.0,8.9,4,3,2,5,1,197.77777777777777
Hai Bà Trưng,Nhà riêng,52.0,11.9,4,3,2,5,2,228.84615384615384
Thanh Xuân,Căn hộ chung cư,150.0,9.3,3,2,0,18,1,62.0
Long Biên,Nhà riêng,35.0,4.1,3,4,2,10,1,117.14285714285714
Hà Đông,Căn hộ chung cư,118.0,3.7,3,2,0,9,1,31.35593220338983
Hoàng Mai,Căn hộ chung cư,68.0,3.37,2,2,0,8,1,49.55882352941177
Nam Từ Liêm,Căn hộ chung cư,38.0,2.07,1,1,0,12,1,54.473684210526315
Long Biên,Nhà riêng,42.0,4.45,4,4,2,10,1,105.95238095238095
Nam Từ Liêm,Căn hộ chung cư,38.0,2.15,1,1,0,12,1,56.578947368421055
Hoàng Mai,Căn hộ chung cư,121.0,4.68,3,3,0,8,1,38.67768595041322
Long Biên,Nhà riêng,87.0,19.0,8,6,2,10,2,218.39080459770116
Cầu Giấy,Nhà riêng,68.0,12.0,6,6,2,3,2,176.47058823529412
Cầu Giấy,Nhà riêng,66.0,11.6,7,7,2,3,2,175.75757575757575
Hoàng Mai,Nhà riêng,40.0,6.2,7,4,2,8,1,155.0
Thanh Xuân,Nhà riêng,50.0,2.15,3,1,2,18,1,43.0
Cầu Giấy,Nhà riêng,62.0,10.0,11,11,2,3,2,161.29032258064515
Thanh Xuân,Nhà riêng,44.0,8.5,4,3,2,18,1,193.1818181818182
Bắc Từ Liêm,Nhà riêng,39.0,4.1,5,3,2,1,1,105.12820512820512
Nam Từ Liêm,Căn hộ chung cư,62.0,3.61,2,2,0,12,1,58.225806451612904
Thanh Xuân,Nhà riêng,46.0,16.2,4,4,2,18,2,352.17391304347825
Hoàn Kiếm,Nhà mặt phố,38.0,33.0,5,4,1,7,2,868.421052631579
Hà Đông,Căn hộ chung cư,86.0,2.85,2,2,0,9,1,33.13953488372093
Đống Đa,Nhà riêng,33.0,4.35,3,4,2,24,1,131.8181818181818
Đống Đa,Nhà riêng,25.0,4.7,3,3,2,24,1,188.0
Đông Anh,Nhà riêng,46.0,3.75,4,4,2,23,1,81.52173913043478
Long Biên,Nhà riêng,58.0,4.68,4,3,2,10,1,80.6896551724138
Thanh Xuân,Nhà mặt phố,50.0,31.5,4,4,1,18,2,630.0
Nam Từ Liêm,Nhà riêng,45.0,6.4,4,4,2,12,1,142.22222222222223
Cầu Giấy,Nhà riêng,110.0,20.0,30,30,2,3,2,181.8181818181818
Đông Anh,Nhà mặt phố,74.0,6.8,3,3,1,23,1,91.89189189189189
Hoàn Kiếm,Nhà mặt phố,78.0,16.0,12,6,1,7,2,205.12820512820514
Nam Từ Liêm,Nhà riêng,216.0,37.0,70,70,2,12,2,171.2962962962963
Cầu Giấy,Nhà riêng,86.0,15.5,21,22,2,3,2,180.2325581395349
Hai Bà Trưng,Nhà riêng,67.0,10.7,2,2,2,5,2,159.70149253731344
Hà Đông,Nhà riêng,32.0,2.5,3,3,2,9,1,78.125
Hà Đông,Nhà riêng,32.0,2.2,3,3,2,9,1,68.75
Nam Từ Liêm,Nhà riêng,50.0,6.5,4,5,2,12,1,130.0
Hà Đông,Nhà riêng,32.0,2.55,4,3,2,9,1,79.6875
Đống Đa,Căn hộ chung cư,108.0,7.3,3,2,0,24,1,67.5925925925926
Nam Từ Liêm,Nhà mặt phố,82.0,17.3,25,25,1,12,2,210.97560975609755
Bắc Từ Liêm,Nhà riêng,54.0,5.1,4,3,2,1,1,94.44444444444444
Hoàng Mai,Nhà riêng,40.0,7.45,4,5,2,8,1,186.25
Hà Đông,Nhà riêng,24.0,2.15,1,1,2,9,1,89.58333333333333
Đống Đa,Nhà riêng,65.0,21.0,6,5,2,24,2,323.0769230769231
Hà Đông,Nhà mặt phố,114.0,16.5,1,1,1,9,2,144.73684210526315
Hà Đông,Nhà riêng,65.0,14.0,7,7,2,9,2,215.3846153846154
Hà Đông,Nhà riêng,135.0,20.0,1,1,2,9,2,148.14814814814815
Hà Đông,Nhà mặt phố,55.0,12.0,3,3,1,9,2,218.1818181818182
Hà Đông,Nhà mặt phố,50.0,15.5,6,6,1,9,2,310.0
Hà Đông,Nhà mặt phố,50.0,15.4,6,7,1,9,2,308.0
Hoàn Kiếm,Nhà mặt phố,30.0,13.2,3,3,1,7,2,440.0
Đống Đa,Căn hộ chung cư,80.0,2.83,3,2,0,24,1,35.375
Hoàn Kiếm,Nhà mặt phố,48.0,16.0,3,3,1,7,2,333.3333333333333
Long Biên,Nhà riêng,55.0,9.5,4,4,2,10,1,172.72727272727272
Hoàn Kiếm,Nhà riêng,47.0,11.6,6,5,2,7,2,246.80851063829786
Hai Bà Trưng,Nhà riêng,100.0,21.0,17,18,2,5,2,210.0
Hai Bà Trưng,Nhà riêng,56.0,14.0,6,6,2,5,2,250.0
Cầu Giấy,Nhà mặt phố,74.0,41.0,6,6,1,3,2,554.0540540540541
Đống Đa,Nhà mặt phố,120.0,32.0,7,7,1,24,2,266.6666666666667
Thanh Xuân,Nhà mặt phố,310.0,125.0,11,16,1,18,3,403.2258064516129
Hai Bà Trưng,Nhà riêng,48.0,7.5,6,4,2,5,1,156.25
Tây Hồ,Nhà mặt phố,250.0,200.0,16,16,1,21,3,800.0
Tây Hồ,Căn hộ chung cư,39.0,2.6,1,1,0,21,1,66.66666666666667
Hai Bà Trưng,Nhà mặt phố,138.0,31.0,6,6,1,5,2,224.63768115942028
Nam Từ Liêm,Căn hộ chung cư,80.0,4.75,3,2,0,12,1,59.375
Long Biên,Nhà riêng,60.0,4.2,3,4,2,10,1,70.0
Hà Đông,Căn hộ chung cư,95.0,2.45,3,1,0,9,1,25.789473684210527
Long Biên,Nhà riêng,32.0,3.65,3,5,2,10,1,114.0625
Long Biên,Căn hộ chung cư,69.0,2.8,2,2,0,10,1,40.57971014492754
Long Biên,Nhà riêng,43.0,4.0,4,4,2,10,1,93.02325581395348
Nam Từ Liêm,Nhà riêng,40.0,7.9,8,9,2,12,1,197.5
Bắc Từ Liêm,Nhà mặt phố,73.0,13.0,4,2,1,1,2,178.08219178082192
Tây Hồ,Nhà riêng,46.0,11.6,3,4,2,21,2,252.17391304347825
Long Biên,Nhà riêng,60.0,9.5,4,5,2,10,1,158.33333333333334
Tây Hồ,Nhà riêng,85.0,21.0,6,5,2,21,2,247.05882352941177
Hoàng Mai,Nhà riêng,40.0,5.95,4,4,2,8,1,148.75
Ba Đình,Nhà riêng,46.0,7.45,4,5,2,0,1,161.95652173913044
Hà Đông,Nhà riêng,52.0,5.0,2,1,2,9,1,96.15384615384616
Nam Từ Liêm,Căn hộ chung cư,61.0,3.4,2,1,0,12,1,55.73770491803279
Hoài Đức,Nhà riêng,42.0,1.69,3,3,2,6,0,40.23809523809524
Quốc Oai,Nhà riêng,45.0,2.08,3,3,2,13,1,46.22222222222222
Nam Từ Liêm,Nhà mặt phố,65.0,14.5,5,6,1,12,2,223.07692307692307
Nam Từ Liêm,Căn hộ chung cư,56.0,3.3,1,1,0,12,1,58.92857142857143
Bắc Từ Liêm,Căn hộ chung cư,134.0,7.99,3,2,0,1,1,59.62686567164179
Hà Đông,Căn hộ chung cư,68.0,3.55,2,2,0,9,1,52.205882352941174
Nam Từ Liêm,Căn hộ chung cư,89.0,6.3,2,2,0,12,1,70.78651685393258
Nam Từ Liêm,Nhà riêng,35.0,5.3,4,5,2,12,1,151.42857142857142
Quốc Oai,Nhà riêng,45.0,2.3,2,3,2,13,1,51.111111111111114
Nam Từ Liêm,Căn hộ chung cư,54.0,2.85,2,1,0,12,1,52.77777777777778
Cầu Giấy,Nhà mặt phố,70.0,32.0,6,6,1,3,2,457.14285714285717
Hoàng Mai,Căn hộ chung cư,63.0,2.58,2,2,0,8,1,40.95238095238095
Nam Từ Liêm,Căn hộ chung cư,54.0,3.06,2,1,0,12,1,56.666666666666664
Hoàng Mai,Nhà riêng,42.0,5.1,4,4,2,8,1,121.42857142857143
Nam Từ Liêm,Căn hộ chung cư,54.0,3.05,2,1,0,12,1,56.48148148148148
Hà Đông,Căn hộ chung cư,115.0,4.5,3,2,0,9,1,39.130434782608695
Hà Đông,Căn hộ chung cư,117.0,4.5,3,2,0,9,1,38.46153846153846
Ba Đình,Nhà riêng,40.0,14.5,4,5,2,0,2,362.5
Hà Đông,Căn hộ chung cư,116.0,4.6,3,2,0,9,1,39.6551724137931
Hà Đông,Căn hộ chung cư,94.0,3.6,2,2,0,9,1,38.297872340425535
Cầu Giấy,Căn hộ chung cư,133.0,8.9,3,2,0,3,1,66.9172932330827
Thanh Trì,Nhà riêng,22.0,4.2,2,3,2,17,1,190.9090909090909
Hà Đông,Căn hộ chung cư,116.0,4.4,3,2,0,9,1,37.93103448275862
Thanh Xuân,Nhà riêng,50.0,14.95,4,5,2,18,2,299.0
Hoàng Mai,Nhà riêng,25.0,4.95,3,4,2,8,1,198.0
Cầu Giấy,Nhà mặt phố,81.0,20.5,10,6,1,3,2,253.08641975308643
Thanh Xuân,Căn hộ chung cư,27.0,1.3,1,1,0,18,0,48.148148148148145
Nam Từ Liêm,Nhà riêng,160.0,21.0,20,20,2,12,2,131.25
Bắc Từ Liêm,Căn hộ chung cư,104.0,5.4,3,2,0,1,1,51.92307692307692
Long Biên,Nhà riêng,44.0,5.3,3,4,2,10,1,120.45454545454545
Nam Từ Liêm,Căn hộ chung cư,54.0,3.17,2,2,0,12,1,58.7037037037037
Nam Từ Liêm,Căn hộ chung cư,43.0,2.36,1,1,0,12,1,54.883720930232556
Nam Từ Liêm,Căn hộ chung cư,47.0,3.05,1,1,0,12,1,64.8936170212766
Nam Từ Liêm,Căn hộ chung cư,26.0,1.83,1,1,0,12,0,70.38461538461539
Hai Bà Trưng,Nhà riêng,37.0,5.65,3,4,2,5,1,152.7027027027027
Nam Từ Liêm,Căn hộ chung cư,64.0,3.47,2,2,0,12,1,54.21875
Nam Từ Liêm,Căn hộ chung cư,104.0,7.0,3,2,0,12,1,67.3076923076923
Nam Từ Liêm,Căn hộ chung cư,43.0,2.53,1,1,0,12,1,58.83720930232558
Hà Đông,Căn hộ chung cư,100.0,3.38,3,2,0,9,1,33.8
Nam Từ Liêm,Căn hộ chung cư,75.0,4.75,3,2,0,12,1,63.333333333333336
Nam Từ Liêm,Căn hộ chung cư,54.0,3.09,2,2,0,12,1,57.22222222222222
Hoài Đức,Nhà riêng,60.0,3.3,2,1,2,6,1,55.0
Gia Lâm,Căn hộ chung cư,46.0,1.73,1,1,0,4,0,37.608695652173914
Nam Từ Liêm,Căn hộ chung cư,30.0,2.02,1,1,0,12,1,67.33333333333333
Quốc Oai,Nhà riêng,45.0,1.55,4,3,2,13,0,34.44444444444444
Nam Từ Liêm,Căn hộ chung cư,42.0,2.74,1,1,0,12,1,65.23809523809524
Nam Từ Liêm,Căn hộ chung cư,47.0,3.05,1,1,0,12,1,64.8936170212766
Nam Từ Liêm,Căn hộ chung cư,63.0,4.63,2,2,0,12,1,73.4920634920635
Nam Từ Liêm,Căn hộ chung cư,47.0,2.94,1,1,0,12,1,62.5531914893617
Long Biên,Nhà riêng,35.0,3.5,3,4,2,10,1,100.0
Nam Từ Liêm,Căn hộ chung cư,42.0,2.87,1,1,0,12,1,68.33333333333333
Nam Từ Liêm,Căn hộ chung cư,45.0,2.78,1,1,0,12,1,61.77777777777778
Long Biên,Nhà riêng,35.0,3.7,3,4,2,10,1,105.71428571428571
Long Biên,Nhà riêng,36.0,4.4,3,4,2,10,1,122.22222222222223
Tây Hồ,Nhà riêng,42.0,4.1,4,3,2,21,1,97.61904761904762
Nam Từ Liêm,Căn hộ chung cư,27.0,1.91,1,1,0,12,0,70.74074074074075
Long Biên,Nhà riêng,35.0,3.5,3,4,2,10,1,100.0
Long Biên,Nhà riêng,40.0,4.39,3,4,2,10,1,109.75
Nam Từ Liêm,Căn hộ chung cư,54.0,2.95,2,1,0,12,1,54.629629629629626
Hoàng Mai,Căn hộ chung cư,80.0,4.79,3,2,0,8,1,59.875
Nam Từ Liêm,Căn hộ chung cư,54.0,3.24,2,2,0,12,1,60.0
Đống Đa,Nhà riêng,45.0,7.2,3,4,2,24,1,160.0
Ba Đình,Căn hộ chung cư,130.0,13.0,3,2,0,0,2,100.0
Đống Đa,Nhà riêng,30.0,4.7,3,4,2,24,1,156.66666666666666
Ba Đình,Căn hộ chung cư,144.0,17.0,4,3,0,0,2,118.05555555555556
Nam Từ Liêm,Căn hộ chung cư,64.0,3.55,2,2,0,12,1,55.46875
Nam Từ Liêm,Căn hộ chung cư,54.0,2.81,2,2,0,12,1,52.03703703703704
Cầu Giấy,Căn hộ chung cư,91.0,4.25,2,2,0,3,1,46.7032967032967
Hoàng Mai,Nhà riêng,34.0,6.2,3,4,2,8,1,182.35294117647058
Hà Đông,Nhà riêng,42.0,3.69,3,2,2,9,1,87.85714285714286
Thanh Xuân,Nhà riêng,85.0,13.2,4,3,2,18,2,155.2941176470588
Long Biên,Nhà riêng,40.0,5.7,4,4,2,10,1,142.5
Ba Đình,Nhà riêng,43.0,7.25,3,5,2,0,1,168.6046511627907
Nam Từ Liêm,Căn hộ chung cư,67.0,4.5,2,2,0,12,1,67.16417910447761
Hai Bà Trưng,Căn hộ chung cư,70.0,3.6,2,2,0,5,1,51.42857142857143
Hai Bà Trưng,Nhà riêng,35.0,5.98,3,4,2,5,1,170.85714285714286
Long Biên,Căn hộ chung cư,84.0,2.99,2,2,0,10,1,35.595238095238095
Long Biên,Căn hộ chung cư,70.0,2.2,2,2,0,10,1,31.428571428571427
