Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Mặt tiền,Số tầng,Đường vào
36 m²,"6,2 tỷ",,,3 phòng,4 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",07/05/2024,4 m,5 tầng,3 m
244 m²,19 tỷ,,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Zei Mỹ Đình,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",02/05/2024,,,
66 m²,"2,7 tỷ",Tây - Bắc,Đông - Nam,2 phòng,2 phòng,- Pháp lý rõ ràng sẵn sàng giao dịch.,Đầy đủ.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Green Bay Mễ Trì,"Dự án Vinhomes Green Bay Mễ Trì, Đường Đại lộ Thăng Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",03/05/2024,,,
35 m²,4 tỷ,,,2 phòng,3 phòng,Sổ đỏ.,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Trương Định,"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",29/04/2024,6 m,4 tầng,
115 m²,12 tỷ,Đông - Nam,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Ba Đình,Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai,"Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",07/05/2024,,,
80 m²,"3,5 tỷ",Đông - Nam,Tây - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Skylake,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",22/04/2024,,,
36 m²,"6,2 tỷ",,,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại phố Dịch Vọng Hậu,"Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",06/05/2024,4 m,6 tầng,4 m
226 m²,20 tỷ,Tây - Nam,Đông - Nam,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Skylake,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",07/05/2024,,,
70 m²,"8,65 tỷ",,,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất.,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hồ Tùng Mậu,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",04/05/2024,4 m,7 tầng,5 m
104 m²,"5,5 tỷ",Đông - Nam,Tây - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Skylake,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",25/04/2024,,,
168 m²,Thỏa thuận,Tây - Bắc,Đông - Nam,4 phòng,3 phòng,,Nội thất bằng gỗ tiền tỷ.,Hà Nội,Hà Đông,Căn hộ chung cư tại Usilk City,"Dự án Usilk City, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",07/05/2024,,,
64 m²,"3,25 tỷ",Đông - Bắc,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ 6. Thiết kế căn hộ thông minh, bàn giao đầy đủ nội thất liền tường đến từ các thương hiệu lớn.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Imperia Sola Park,"Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",02/05/2024,,,
90 m²,34 tỷ,,,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mễ Trì,"Đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",04/05/2024,10 m,9 tầng,20 m
66 m²,"2,9 tỷ",Tây - Nam,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes West Point,"Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",22/04/2024,,,
146 m²,"8,4 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Toà nhà 249A Thụy Khuê,"Dự án 249A Thụy Khuê, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",07/05/2024,,,
86 m²,Thỏa thuận,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Căn hộ chung cư tại Eco City Việt Hưng,"Dự án Eco City Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội",05/05/2024,,,
55 m²,"10,5 tỷ",,,5 phòng,6 phòng,Đã có sổ đỏ sẵn sàng giao dịch.,Full nội thất cao cấp cực đẹp.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Hàm Nghi,"Đường Hàm Nghi, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",04/05/2024,5 m,7 tầng,6 m
146 m²,Thỏa thuận,Đông - Nam,Tây - Nam,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Ba Đình,Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai,"Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",29/04/2024,,,
86 m²,Thỏa thuận,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Căn hộ chung cư tại Eco City Việt Hưng,"Dự án Eco City Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội",05/05/2024,,,
55 m²,"10,5 tỷ",,,5 phòng,6 phòng,Đã có sổ đỏ sẵn sàng giao dịch.,Full nội thất cao cấp cực đẹp.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Hàm Nghi,"Đường Hàm Nghi, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",04/05/2024,5 m,7 tầng,6 m
146 m²,Thỏa thuận,Đông - Nam,Tây - Nam,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Ba Đình,Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai,"Dự án Vinhomes Metropolis - Liễu Giai, Phố Liễu Giai, Phường Ngọc Khánh, Ba Đình, Hà Nội",29/04/2024,,,
60 m²,"2,9 tỷ",Tây - Bắc,Đông - Nam,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",26/04/2024,,,
50 m²,"7,5 tỷ",,,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Full.,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hồ Tùng Mậu,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",04/05/2024,"4,5 m",8 tầng,4 m
36 m²,"4,8 tỷ",,,,,Sổ đỏ,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Giáp Bát,"Đường Giáp Bát, Phường Giáp Bát, Hoàng Mai, Hà Nội",07/05/2024,"3,7 m",5 tầng,
200 m²,135 tỷ,,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Cầu Gỗ,"Phố Cầu Gỗ, Phường Hàng Bạc, Hoàn Kiếm, Hà Nội",03/05/2024,"8,7 m",3 tầng,20 m
63 m²,4 tỷ,,,3 phòng,2 phòng,,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",02/05/2024,,,
55 m²,15 tỷ,,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Trần Thái Tông,"Đường Trần Thái Tông, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,"4,5 m",7 tầng,5 m
122 m²,"7,5 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Thanh Xuân Complex,"Dự án Thanh Xuân Complex, Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",07/05/2024,,,
31 m²,"1,3 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",03/05/2024,,,
97 m²,"4,4 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Căn hộ chung cư tại Le Grand Jardin Sài Đồng,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",04/05/2024,,,
47 m²,"1,65 tỷ",,Đông - Nam,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",02/05/2024,,,
33 m²,"5,5 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Xuân Diệu,"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",07/05/2024,,5 tầng,
64 m²,"12,5 tỷ",,,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hạ Yên Quyết,"Đường Hạ Yên Quyết, Phường Yên Hòa, Cầu Giấy, Hà Nội",07/05/2024,4 m,5 tầng,"2,5 m"
65 m²,Thỏa thuận,,,,,Sổ đỏ,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Triều Khúc,"Đường Triều Khúc, Phường Thanh Xuân Nam, Thanh Xuân, Hà Nội",02/05/2024,"4,7 m",8 tầng,
31 m²,3 tỷ,Tây,Tây,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Nhà riêng tại đường Tỉnh lộ 72,"Đường Tỉnh lộ 72, Xã An Khánh, Hoài Đức, Hà Nội",07/05/2024,4 m,5 tầng,3 m
45 m²,Thỏa thuận,,,3 phòng,,Sổ đỏ/ Sổ hồng,Full.,Hà Nội,Quốc Oai,Nhà riêng tại đường Liên Xã,"Đường Liên Xã, Xã Đại Thành, Quốc Oai, Hà Nội",07/05/2024,,3 tầng,
33 m²,"2,7 tỷ",Đông - Bắc,Đông - Bắc,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ - Nội thất: Trần thạch cao, cầu thang gỗ Lim, tủ bếp, thiết bị vệ sinh cao cấp. Hệ thống điện nước, đèn chiếu sáng đầy đủ.",Hà Nội,Hoài Đức,Nhà riêng tại đường La Phù,"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội.",07/05/2024,"3,7 m",5 tầng,"2,5 m"
68 m²,Thỏa thuận,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Căn hộ chung cư tại Anland Premium,"Dự án Anland Premium, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",07/05/2024,,,
45 m²,Thỏa thuận,,,3 phòng,,Sổ đỏ/ Sổ hồng,Full.,Hà Nội,Quốc Oai,Nhà riêng tại đường Liên Xã,"Đường Liên Xã, Xã Đại Thành, Quốc Oai, Hà Nội",07/05/2024,,3 tầng,
33 m²,"2,7 tỷ",Đông - Bắc,Đông - Bắc,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ - Nội thất: Trần thạch cao, cầu thang gỗ Lim, tủ bếp, thiết bị vệ sinh cao cấp. Hệ thống điện nước, đèn chiếu sáng đầy đủ.",Hà Nội,Hoài Đức,Nhà riêng tại đường La Phù,"Đường La Phù, Xã La Phù, Hoài Đức, Hà Nội.",07/05/2024,"3,7 m",5 tầng,"2,5 m"
68 m²,Thỏa thuận,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Căn hộ chung cư tại Anland Premium,"Dự án Anland Premium, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",07/05/2024,,,
55 m²,"11,4 tỷ",,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà riêng tại đường Nguyên Hồng,"Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",02/05/2024,"4,1 m",,
48 m²,"8,5 tỷ",,,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Đường Đội Cấn, Phường Giảng Võ, Ba Đình, Hà Nội",05/05/2024,5 m,7 tầng,
77 m²,"3,9 tỷ",Tây - Bắc,Đông - Nam,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản.,Hà Nội,Long Biên,Căn hộ chung cư tại Le Grand Jardin Sài Đồng,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",06/05/2024,,,
30 m²,"3,9 tỷ",Đông - Nam,Tây - Bắc,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Tây Mỗ,"Ngõ 72, đường Tây Mỗ, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",15/04/2024,"3,8 m",5 tầng,2 m
80 m²,16 tỷ,,,5 phòng,,,,Hà Nội,Bắc Từ Liêm,Nhà mặt phố tại đường Lê Văn Hiến,"Đường Lê Văn Hiến, Phường Đức Thắng, Bắc Từ Liêm, Hà Nội",03/05/2024,"5,6 m",7 tầng,7 m
130 m²,"8,2 tỷ",Đông - Bắc,Tây - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Căn hộ chung cư tại KĐT Làng Quốc tế Thăng Long,"Làng Quốc tế Thăng Long, 72, Đường Trần Đăng Ninh, Phường Dịch Vọng, Cầu Giấy, Hà Nội",02/05/2024,,,
32 m²,"2,6 tỷ",Đông - Bắc,Đông - Bắc,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoài Đức,Nhà riêng tại đường Tỉnh lộ 72,"Đường Tỉnh lộ 72, Xã An Khánh, Hoài Đức, Hà Nội",07/05/2024,"3,5 m",4 tầng,"2,5 m"
"60,5 m²",79 triệu/m²,Nam,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại phường Ngọc Thụy,"Ngõ 264, Phường Ngọc Thụy, Long Biên, Hà Nội",07/05/2024,,3 tầng,
82 m²,"3,2 tỷ",,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đông Anh,Căn hộ chung cư tại Eurowindow River Park,"Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội",07/05/2024,,,
70 m²,"5,2 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Tây Hồ Residence,"Dự án Tây Hồ Residence, Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",04/05/2024,,,
45 m²,Thỏa thuận,Tây - Bắc,Tây - Bắc,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại phố Vạn Phúc,"Phố Vạn Phúc, Phường Vạn Phúc, Hà Đông, Hà Nội",06/05/2024,5 m,3 tầng,5 m
"97,6 m²",Thỏa thuận,Đông - Bắc,Tây - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại KĐT Làng Quốc tế Thăng Long,"Làng Quốc tế Thăng Long, 72, Đường Trần Đăng Ninh, Phường Dịch Vọng, Cầu Giấy, Hà Nội",05/05/2024,,,
140 m²,"4,2 tỷ",Tây - Nam,Đông - Bắc,3 phòng,2 phòng,,"Sàn gỗ, trần thạch cao giật cấp các phòng, tủ bếp, bếp, hút mùi, tủ quần áo, tủ giày, kệ tivi, 4 điều hòa, nóng lạnh, rèm, lưới an toàn...",Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị Văn Khê,"Dự án Văn Khê, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội",07/05/2024,,,
155 m²,"33,5 tỷ",,,4 phòng,5 phòng,,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",07/05/2024,9 m,3 tầng,8 m
70 m²,"5,4 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Tây Hồ Residence,"Dự án Tây Hồ Residence, Phường Xuân La, Tây Hồ, Hà Nội",06/05/2024,,,
"51,1 m²","10,8 tỷ",,,2 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại phường Dương Nội,"Phường Dương Nội, Hà Đông, Hà Nội",07/05/2024,,4 tầng,16 m
70 m²,"11,7 tỷ",,,19 phòng,19 phòng,Sổ phân lô.,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Phương Canh,"Đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội",07/05/2024,5 m,8 tầng,3 m
"51,1 m²","10,8 tỷ",,,2 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại phường Dương Nội,"Phường Dương Nội, Hà Đông, Hà Nội",07/05/2024,,4 tầng,16 m
70 m²,"11,7 tỷ",,,19 phòng,19 phòng,Sổ phân lô.,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Phương Canh,"Đường Phương Canh, Phường Phương Canh, Nam Từ Liêm, Hà Nội",07/05/2024,5 m,8 tầng,3 m
85 m²,Thỏa thuận,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full đồ đẹp.,Hà Nội,Ba Đình,Căn hộ chung cư tại The Golden Armor,"Dự án The Golden Armor, Phố Nam Cao, Phường Giảng Võ, Ba Đình, Hà Nội",02/05/2024,,,
107 m²,"6,5 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Ecolife Tây Hồ,"Dự án Ecolife Tây Hồ, Phường Xuân La, Tây Hồ, Hà Nội",06/05/2024,,,
42 m²,"8,9 tỷ",,,6 phòng,5 phòng,,,Hà Nội,Thanh Xuân,Nhà riêng tại đường Hoàng Đạo Thành,"Đường Hoàng Đạo Thành, Phường Kim Giang, Thanh Xuân, Hà Nội",07/05/2024,,6 tầng,
76 m²,3 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Đông Anh,Nhà riêng tại xã Xuân Canh,"Lực Canh, Xã Xuân Canh, Đông Anh, Hà Nội",07/05/2024,6 m,2 tầng,3 m
46 m²,16 tỷ,,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Nguyễn Phong Sắc,"Đường Nguyễn Phong Sắc, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",07/05/2024,,4 tầng,50 m
99 m²,Thỏa thuận,,,3 phòng,2 phòng,,,Hà Nội,Hà Đông,Căn hộ chung cư tại Anland Complex,"Dự án Anland Complex, Phường Dương Nội, Hà Đông, Hà Nội",07/05/2024,,,
35 m²,"2,95 tỷ",,,,,,,Hà Nội,Thanh Trì,Nhà riêng tại xã Liên Ninh,"Xã Liên Ninh, Thanh Trì, Hà Nội",02/05/2024,"4,5 m",,
56 m²,"13,5 tỷ",,,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Trịnh Văn Bô,"Đường Trịnh Văn Bô, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",06/05/2024,,5 tầng,
55 m²,"3,4 tỷ",,,2 phòng,,,Bàn giao full nội thất liền tường đẳng cấp 5.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",04/05/2024,,,
80 m²,"3,7 tỷ",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Căn hộ chung cư tại Le Grand Jardin Sài Đồng,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",06/05/2024,,,
65 m²,"31,5 tỷ",,,,,Sổ đỏ.,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Duy Tân,"Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",07/05/2024,7 m,5 tầng,
160 m²,"80,6 tỷ",,,,,Sổ đỏ,Nội thất nhà còn đẹp.,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Tuệ Tĩnh,"Đường Tuệ Tĩnh, Phường Nguyễn Du, Hai Bà Trưng, Hà Nội",07/05/2024,,6 tầng,
100 m²,Thỏa thuận,Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Full nội thất nhập khẩu, đẹp",Hà Nội,Hà Đông,Căn hộ chung cư tại Anland LakeView,"Dự án Anland LakeView, Đường Ngô Thì Nhậm, Phường Dương Nội, Hà Đông, Hà Nội",07/05/2024,,,
54 m²,"22,9 tỷ",,,,,Sổ đỏ,,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",07/05/2024,,6 tầng,
45 m²,18 tỷ,,,7 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà mặt phố tại phố Trung Kính,"168, Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",07/05/2024,,6 tầng,15 m
44 m²,"3,45 tỷ",,,,,,,Hà Nội,Thanh Trì,Nhà riêng tại xã Liên Ninh,"Xã Liên Ninh, Thanh Trì, Hà Nội",06/05/2024,,,
50 m²,"6,5 tỷ",,,,,Sổ đỏ/sổ hồng.,,Hà Nội,Thanh Xuân,Nhà riêng tại đường Trịnh Đình Cửu,"Đường Trịnh Đình Cửu, Phường Khương Mai, Thanh Xuân, Hà Nội",06/05/2024,,4 tầng,
46 m²,"6,7 tỷ",,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nguyễn Đức Cảnh,"Đường Nguyễn Đức Cảnh, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",07/05/2024,"3,5 m",4 tầng,10 m
46 m²,"6,7 tỷ",,,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nguyễn Đức Cảnh,"Đường Nguyễn Đức Cảnh, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",07/05/2024,"3,5 m",4 tầng,10 m
103 m²,"5,3 tỷ",Đông - Bắc,Tây - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Ecolife Capitol,"Dự án Ecolife Capitol, Đường Tố Hữu, Phường Trung Văn, Nam Từ Liêm, Hà Nội",07/05/2024,,,
107 m²,"5,5 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Tây Hồ,Căn hộ chung cư tại Dự án Học Viện Quốc Phòng,"Học Viện Quốc Phòng, ngõ 20, Đường Hoàng Quốc Việt, Phường Xuân La, Tây Hồ, Hà Nội",02/05/2024,,,
40 m²,"13,5 tỷ",,,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Nhà riêng tại phố Đỗ Quang,"Phố Đỗ Quang, Phường Trung Hòa, Cầu Giấy, Hà Nội",07/05/2024,,5 tầng,
216 m²,90 tỷ,,,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà riêng tại phố Hoàng Cầu,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",07/05/2024,9 m,9 tầng,
38 m²,"2,3 tỷ",,,1 phòng,1 phòng,Sở hữu 50 năm.,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Vinhomes D'Capitale,"Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024,,,
84 m²,"4,3 tỷ",Đông - Nam,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Goldmark City,"Dự án Goldmark City, Quận Bắc Từ Liêm, Hà Nội",07/05/2024,,,
75 m²,"9,6 tỷ",,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Hoàng Hoa Thám,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Ba Đình, Hà Nội.",07/05/2024,"5,4 m",4 tầng,5 m
95 m²,"7,54 tỷ",Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Vinhomes D'Capitale,"Vinhomes D'Capitale, 119, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024,,,
106 m²,4 tỷ,Đông - Bắc,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Trì,Căn hộ chung cư tại Tecco Garden,"Dự án Tecco Garden, đường Tứ Hiệp, Xã Tứ Hiệp, Thanh Trì, Hà Nội",07/05/2024,,,
